,file,string,begin,end,type
204,ES100737.xml,signos,2011,2017,C0311392
205,ES100737.xml,recidiva,2021,2029,C2825055
206,ES100051.xml,síntomas,155,163,C1457887
207,ES100051.xml,calcificaciones,356,371,C0006663
208,ES100051.xml,elevación de PSA,496,512,C0178415
209,ES100051.xml,nevus azul,645,655,C0206736
210,ES100051.xml,inflamación crónica,709,728,C0021376
211,ES100051.xml,reacción granulomatosa,731,753,C0018188
212,ES100051.xml,malignidad,882,892,C0006826
213,ES100521.xml,sobrepeso,92,101,C0497406
214,ES100521.xml,sepsis,112,118,C0243026
215,ES100521.xml,fallo multiorgánico,145,164,C0026766
216,ES100521.xml,mala perfusión,376,390,C0520547
217,ES100521.xml,lesiones,426,434,C0221198
218,ES100521.xml,lesiones,869,877,C0221198
219,ES100521.xml,complicación,986,998,C0009566
220,ES100521.xml,necrosis,1027,1035,C0151799
221,ES100521.xml,escara,1065,1071,C0521172
222,ES100521.xml,necrosis,1169,1177,C0151799
223,ES100521.xml,úlcera,1222,1228,C0041582
224,ES100521.xml,escaras,1438,1445,C0521172
225,ES100521.xml,dolor,1553,1558,C0030193
226,ES100521.xml,sobreinfección,1709,1723,C0038826
227,ES100521.xml,sobreinfección,2697,2711,C0038826
228,ES100521.xml,heridas,3124,3131,C0043250
229,ES100284.xml,Colitis Ulcerosa,149,165,C0009324
230,ES100284.xml,CU,167,169,C0009324
231,ES100284.xml,artralgias,407,417,C0003862
232,ES100284.xml,dolor,466,471,C0030193
233,ES100284.xml,claudicación,713,725,C1456822
234,ES100284.xml,osteoporosis,965,977,C0029456
235,ES100284.xml,osteopenia,1018,1028,C0029453
236,ES100284.xml,,1122,1124,CUILESS
237,ES100284.xml,lesión osteocondral,1232,1251,C3495890
238,ES100284.xml,lesiones,1399,1407,C0221198
239,ES100284.xml,hundimiento,1599,1610,CUILESS
240,ES100284.xml,osteoporosis,1720,1732,C0029456
241,ES100736.xml,leucemia linfoblástica aguda preB,75,109,C0349636
242,ES100736.xml,complicaciones,466,480,C0009566
243,ES100736.xml,trombocitopenia,1186,1201,C0040034
244,ES100736.xml,ciatalgia derecha,1465,1482,C0857188
245,ES100736.xml,dolor radicular,1521,1536,C0278147
246,ES100736.xml,pérdida de fuerza,1547,1564,C0151786
247,ES100736.xml,paraparesia,1613,1624,C0221166
248,ES100736.xml,alteraciones de la sensibilidad ni de los esfínteres,1739,1791,CUILESS
249,ES100736.xml,alteraciones de la sensibilidad,1739,1770,CUILESS
250,ES100736.xml,hematoma,1871,1879,C0018944
251,ES100736.xml,lesión,2074,2080,C0221198
252,ES100736.xml,coágulo sanguíneo,2322,2339,C0302148
253,ES100736.xml,hematoma,2464,2472,C0018944
254,ES100736.xml,coágulo,2667,2674,C0302148
255,ES100736.xml,lesiones,2828,2836,C0221198
256,ES100736.xml,complicaciones,3053,3067,C0009566
257,ES100736.xml,alteraciones esfinterianas,3171,3197,CUILESS
258,ES100736.xml,dolor radicular,3201,3216,C0278147
259,ES100736.xml,acorchamiento,3248,3261,C0020580
260,ES100736.xml,complicaciones,3437,3451,C0009566
261,ES100736.xml,fracaso multiorgánico,3493,3514,C0026766
262,ES100050.xml,tumoración,75,85,C0577559
263,ES100050.xml,nódulos,371,378,C0028259
264,ES100050.xml,calcificaciones,510,525,C0006663
265,ES100050.xml,nódulo,537,543,C0028259
266,ES100050.xml,nódulos,611,618,C0028259
267,ES100050.xml,aumento de la vascularización,634,663,C0027686
268,ES100050.xml,nódulos,803,810,C0028259
269,ES100050.xml,teratocarcinomas,827,843,C0206664
270,ES100050.xml,teratoma maduro,845,860,C1368910
271,ES100050.xml,carcinoma embrionario,863,884,C0206659
272,ES100050.xml,masas,925,930,C0577559
273,ES100050.xml,calcificaciones,998,1013,C0006663
274,ES100050.xml,seminoma,1069,1077,C0036631
275,ES100642.xml,adenocarcinoma gástrico,57,80,C0278701
276,ES100642.xml,alergia,258,265,C0020517
277,ES100642.xml,fístula,330,337,C0016169
278,ES100642.xml,deterioro,523,532,C0684336
279,ES100642.xml,desorientación,560,574,C0233407
280,ES100642.xml,bradipsiquia,576,588,C0233633
281,ES100642.xml,tendencia al sueño,590,608,C0013144
282,ES100642.xml,nistagmus horizontal,610,630,C0271385
283,ES100642.xml,oftalmoparesia,633,647,CUILESS
284,ES100091.xml,sudoración,69,79,C0038990
285,ES100091.xml,fiebre,82,88,C0015967
286,ES100091.xml,dolor lumbar,93,105,C0024031
287,ES100091.xml,pesadez,117,124,C0581912
288,ES100091.xml,disuria,151,158,C0013428
289,ES100091.xml,DM,261,263,C0011849
290,ES100091.xml,HTA,268,271,C0020538
291,ES100091.xml,alergias,276,284,C0020517
292,ES100091.xml,fumador,299,306,C0337664
293,ES100091.xml,hematuria,321,330,C0018965
294,ES100091.xml,cólicos,335,342,C0423605
295,ES100091.xml,ITUs,347,351,C0042029
296,ES100091.xml,febrícula,401,410,C1397229
297,ES100091.xml,sudoración,422,432,C0038990
298,ES100091.xml,pesadez,434,441,C0581912
299,ES100091.xml,dolor lumbar,466,478,C0024031
300,ES100091.xml,disuria,536,543,C0013428
301,ES100091.xml,entrecortado,548,560,C0232855
302,ES100091.xml,goteo,565,570,C0149671
303,ES100091.xml,urgencia,575,583,C0085606
304,ES100091.xml,efecto masa,744,755,CUILESS
305,ES100091.xml,lesiones,839,847,C0221198
306,ES100091.xml,Eosinofilia,934,945,C0014457
307,ES100091.xml,efecto masa,1047,1058,CUILESS
308,ES100091.xml,quistes en riñón,1152,1168,C3887499
309,ES100091.xml,lesiones,1216,1224,C0221198
310,ES100091.xml,enfermedad hidatídica,1271,1292,C0013502
311,ES100278.xml,edemas,56,62,C0013604
312,ES100278.xml,amiloidosis renal no filiada,110,138,C0268382
313,ES100278.xml,resistencia al permanganato,191,218,C0569989
314,ES100278.xml,amiloidosis AA,244,258,C3536715
315,ES100278.xml,amiloidosis AL,353,367,C0268381
316,ES100278.xml,edemas,492,498,C0013604
317,ES100278.xml,síndrome nefrótico,594,612,C0027726
318,ES100278.xml,depósito hialino,972,988,C0333440
319,ES100278.xml,amiloidosis,1159,1170,C0002726
320,ES100278.xml,amiloidosis,2010,2021,C0002726
321,ES100278.xml,neuropatía autonómica,2390,2411,C0259749
322,ES100278.xml,afectación hepática,2493,2512,C0151763
323,ES100278.xml,amiloidosis familiar,2565,2585,C0740340
324,ES100278.xml,afectación preferentemente renal y hepática,2591,2634,C0151763
325,ES100278.xml,afectación preferentemente renal,2591,2623,CUILESS
326,ES100278.xml,rotura esplénica,2968,2984,C0038000
327,ES100278.xml,depósito de amiloide,3023,3043,C0011560
328,ES100791.xml,hernia discal,52,65,C0242362
329,ES100578.xml,infección,21,30,C0009450
330,ES100578.xml,astenia,148,155,C0004093
331,ES100578.xml,lesiones cutáneas,174,191,C0037284
332,ES100578.xml,esplenomegalia,303,317,C0038002
333,ES100578.xml,spiders,336,343,C0085666
334,ES100578.xml,hipertrofia,698,709,C0020564
335,ES100578.xml,varices esofágicas ni gástricas,801,832,C0017145
336,ES100578.xml,varices esofágicas,801,819,C0014867
337,ES100578.xml,signos,837,843,C0311392
338,ES100578.xml,gastropatía de hipertensión portal,847,881,C0580174
339,ES100578.xml,disnea de moderados esfuerzos,1125,1154,C0425448
340,ES100578.xml,síndrome hepatopulmonar,1176,1199,C0600452
341,ES100578.xml,cortocircuito cardiaco,1423,1445,C0232180
342,ES100578.xml,síndrome hepatopulmonar,1492,1515,C0600452
343,ES100578.xml,sangrado,1563,1571,C0019080
344,ES100578.xml,spiders,1576,1583,C0085666
345,ES100578.xml,sangrado,1763,1771,C0019080
346,ES100578.xml,sangrado,1865,1873,C0019080
347,ES100587.xml,fumador,119,126,C0337664
348,ES100587.xml,Amigdalitis,128,139,C0040425
349,ES100587.xml,atrofia moderada de las vellosidades intestinales,378,427,C0267456
350,ES100587.xml,infiltrado,443,453,C0332448
351,ES100182.xml,trauma cráneoencefálico,70,94,C0018674
352,ES100182.xml,fracturas en extremidades superior e inferior derechas y costales,96,161,C0035522
353,ES100182.xml,fracturas en extremidades superior e inferior,96,141,C1542178
354,ES100182.xml,fracturas en extremidades superior,96,130,C0178316
355,ES100182.xml,enfisema subcutáneo,167,186,C0038536
356,ES100182.xml,hematuria,198,207,C0018965
357,ES100182.xml,fractura cerrada de huesos pelvianos,341,377,C0272576
358,ES100182.xml,lesión vesical,485,499,C0577180
359,ES100182.xml,perforación,608,619,C0549099
360,ES100633.xml,estreñimiento,29,42,C0009806
361,ES100633.xml,dolor en hemiabdomen superior,45,74,C0232492
362,ES100633.xml,masa,153,157,C0577559
363,ES100633.xml,tumor de células fusiformes,295,322,C0334230
364,ES100633.xml,GANT,435,439,C0238198
365,ES100633.xml,recidiva,468,476,C2825055
366,ES100633.xml,recidivas,716,725,C2825055
367,ES100633.xml,metástasis,729,739,C0027627
368,ES100631.xml,ictericia,111,120,C0022346
369,ES100631.xml,prurito generalizado,153,173,C0475858
370,ES100631.xml,tuberculosis,226,238,C0041296
371,ES100631.xml,hipercolesterolemia,248,267,C0020443
372,ES100631.xml,tabaquismo,295,305,C0425291
373,ES100631.xml,hipergammaglobulinemia,525,547,C0020455
374,ES100631.xml,dilatación,950,960,C0012359
375,ES100631.xml,lesión,1066,1072,C0221198
376,ES100631.xml,dilatación,1112,1122,C0012359
377,ES100631.xml,pancreatitis autoinmune,1558,1581,C2609129
378,ES100631.xml,fibrosis retroperitoneal,1586,1610,C0035357
379,ES100631.xml,prurito,1636,1643,C0033774
380,ES100631.xml,colestasis,1649,1659,C0008370
381,ES100631.xml,lesión,1743,1749,C0221198
382,ES100631.xml,neoplasia pancreática,1794,1815,C0030297
383,ES100631.xml,neoplasia,2048,2057,C0027651
384,ES100631.xml,pancreatitis autoinmune,2080,2103,C2609129
385,ES100631.xml,dilatación,2185,2195,C0012359
386,ES100631.xml,estenosis,2231,2240,C1261287
387,ES100631.xml,PAI,2502,2505,C2609129
388,ES100631.xml,lesiones,2706,2714,C0221198
389,ES100631.xml,recurrencia,3085,3096,C2825055
390,ES100143.xml,tumoración,94,104,C0577559
391,ES100143.xml,lesión,267,273,C0221198
392,ES100143.xml,Ureterocele,363,374,C0041960
393,ES100143.xml,dilatación urinaria,428,447,C0521620
394,ES100143.xml,quiste parauretral de Skene,554,581,C4288032
395,ES100143.xml,lesión,648,654,C0221198
396,ES100143.xml,tumoración,747,757,C0577559
397,ES100143.xml,secuela,798,805,C0543419
398,ES100962.xml,inclusión dentaria,439,457,CUILESS
399,ES100962.xml,inclusión del canino inferior izquierdo,597,636,CUILESS
400,ES100962.xml,transmigración del canino,802,827,CUILESS
401,ES100962.xml,herida,1601,1607,C0043250
402,ES100962.xml,complicación,1969,1981,C0009566
403,ES100552.xml,cefalea,54,61,C0018681
404,ES100552.xml,inestabilidad a la marcha,107,132,C0231444
405,ES100552.xml,migraña,151,158,C0149931
406,ES100552.xml,parálisis facial periférica,160,187,C3266178
407,ES100552.xml,depresión,228,237,C0011581
408,ES100552.xml,dismetría,278,287,C0234162
409,ES100552.xml,lesión,482,488,C0221198
410,ES100552.xml,lesión,692,698,C0221198
411,ES100552.xml,masa,831,835,C0577559
412,ES100552.xml,hidrocefalia,977,989,C0020255
413,ES100552.xml,Glioblastoma multiforme,1446,1469,C1621958
414,ES100552.xml,necrosis,1528,1536,C0151799
415,ES100552.xml,abscesificación,1539,1554,C0000833
416,ES100552.xml,recidiva,2051,2059,C2825055
417,ES100778.xml,DM tipo II,61,71,C0011860
418,ES100778.xml,complicaciones,103,117,C0009566
419,ES100778.xml,polineuropatía,132,146,C0152025
420,ES100778.xml,HTA,148,151,C0020538
421,ES100778.xml,obesa,169,174,C0028754
422,ES100778.xml,depresión respiratoria,1168,1190,C0235063
423,ES100778.xml,alteraciones neurológicas,1192,1217,CUILESS
424,ES100778.xml,efectos secundarios,1228,1247,C0041755
425,ES100778.xml,efecto secundario,1481,1498,C0041755
426,ES100803.xml,SDRC en ambas extremidades inferiores,60,97,C4543483
427,ES100803.xml,traumatismo,102,113,C3263723
428,ES100634.xml,epigastralgias,29,43,C0232493
429,ES100634.xml,síndrome constitucional,46,69,C3665919
430,ES100634.xml,masa,111,115,C0577559
431,ES100634.xml,metástasis hepáticas,171,191,C0563490
432,ES100634.xml,tumor,296,301,C0027651
433,ES100634.xml,GANT,423,427,C0238198
434,ES100634.xml,recidiva local,666,680,C0027643
435,ES100797.xml,lumbociatalgia,180,194,C0452160
436,ES100797.xml,lumbociatalgia,472,486,C0452160
437,ES100797.xml,alteraciones del sueño,524,546,C0150079
438,ES100797.xml,disestesias,556,567,C0392699
439,ES100797.xml,cicatriz,585,593,C2004491
440,ES100797.xml,hipoestesia,597,608,C0020580
441,ES100797.xml,deshidratación,769,783,C0011175
442,ES100797.xml,cambios degenerativos artrósicos,802,834,CUILESS
443,ES100797.xml,neuropatía axonal,1112,1129,C0270921
444,ES100797.xml,cicatriz,1374,1382,C2004491
445,ES100797.xml,cicatriz,1484,1492,C2004491
446,ES100594.xml,EPOC,88,92,C0024117
447,ES100594.xml,pérdida de peso,209,224,C1262477
448,ES100594.xml,masa,314,318,C0577559
449,ES100594.xml,engrosamiento,637,650,C0205400
450,ES100594.xml,estenosis,929,938,C1261287
451,ES100594.xml,lesión,1056,1062,C0221198
452,ES100594.xml,adenopatía,1425,1435,C0497156
453,ES100594.xml,cáncer,1651,1657,C0006826
454,ES100594.xml,adenopatías,1744,1755,C0497156
455,ES100594.xml,metástasis hepáticas,2056,2076,C0563490
456,ES100423.xml,pérdida de visión súbita bilateral,71,105,C2881385
457,ES100423.xml,complicación postquirúrgica,242,269,C0032787
458,ES100423.xml,Malformación de ArnoldChiari I,361,392,C0750929
459,ES100423.xml,cefaleas,460,468,C0018681
460,ES100423.xml,inestabilidad,489,502,C0231444
461,ES100423.xml,mareos,504,510,C0012833
462,ES100423.xml,vómitos,523,530,C0042963
463,ES100423.xml,nistagmus vertical,568,586,C0271386
464,ES100423.xml,malformación congénita,664,686,C0000768
465,ES100423.xml,colitis ulcerosa,747,763,C0009324
466,ES100423.xml,defecto pupilar aferente relativo,921,954,C0549122
467,ES100423.xml,nistagmus en sacudida,970,991,C0271389
468,ES100423.xml,hemorragia retrohialoidea premacular,1064,1100,C4703547
469,ES100423.xml,ST,1236,1238,CUILESS
470,ES100423.xml,hematoma,1435,1443,C0018944
471,ES100423.xml,membrana epirretiniana,1703,1725,C0339543
472,ES100423.xml,hemovítreo bilateral,1836,1856,CUILESS
473,ES100569.xml,dolor abdominal,94,109,C0000737
474,ES100569.xml,lesión quística hepática,322,346,C0577053
475,ES100569.xml,malignidad,555,565,C0006826
476,ES100569.xml,lesión quística,648,663,C0010709
477,ES100569.xml,quiste hepático ciliado,1031,1054,C2960506
478,ES100030.xml,adenocarcinoma rectal,87,108,C0149978
479,ES100030.xml,aumento del tamaño peneano,144,170,C0269011
480,ES100030.xml,lesiones eritematosas,211,232,C0234913
481,ES100030.xml,linfedema,335,344,C0024236
482,ES100030.xml,metástasis,485,495,C0027627
483,ES100030.xml,adenocarcinoma intestinal,534,559,C0948209
484,ES100030.xml,infiltración tumoral,605,625,C4060690
485,ES100030.xml,excrecencia,689,700,CUILESS
486,ES100030.xml,tumor,794,799,C0027651
487,ES100030.xml,adenocarcinoma,818,832,C0001418
488,ES100178.xml,Hepatitis,53,62,C0019158
489,ES100178.xml,Cistinuria,120,130,C0010691
490,ES100178.xml,HTA,249,252,C0020538
491,ES100178.xml,dolor intenso,387,400,C0458256
492,ES100178.xml,hematoma,462,470,C0018944
493,ES100178.xml,hematoma,510,518,C0018944
494,ES100420.xml,astenia,31,38,C0004093
495,ES100420.xml,fatiga,41,47,C0015672
496,ES100420.xml,arteritis de la temporal,75,99,C1956391
497,ES100420.xml,disminución de agudeza visual,207,236,C0234632
498,ES100420.xml,dolor,243,248,C0030193
499,ES100420.xml,lagrimeo,250,258,C0152227
500,ES100420.xml,exoftalmos,329,339,C0015300
501,ES100420.xml,defecto pupilar aferente,439,463,C0549122
502,ES100420.xml,hiperemia conjuntival,505,526,C1761613
503,ES100420.xml,restricciones en las supraducciones del OD,528,570,CUILESS
504,ES100420.xml,diplopia,575,583,C0012569
505,ES100420.xml,exoftalmos,600,610,C0015300
506,ES100420.xml,edema,805,810,C0013604
507,ES100420.xml,palidez,814,821,C0030232
508,ES100420.xml,cataratas,878,887,C0086543
509,ES100420.xml,engrosamiento,982,995,C0205400
510,ES100420.xml,aumento de la grasa orbitaria,1127,1156,C0423143
511,ES100420.xml,reducción concéntrica,1460,1481,C1720306
512,ES100420.xml,cataratas,1563,1572,C0086543
513,ES100420.xml,palidez papilar,1625,1640,C0235039
514,ES100420.xml,una ocupación,1667,1680,CUILESS
515,ES100420.xml,engrosamiento,1754,1767,C0205400
