,precision,recall,f1-score,support,batch_size,model
weighted avg,0.6668361398739284,0.669621273166801,0.6635664730510118,1241.0,16,roberta
0,0.7910685805422647,0.7595712098009189,0.775,653.0,16,roberta
1,0.6052631578947368,0.6856368563685636,0.6429479034307497,369.0,16,roberta
2,0.4,0.15789473684210525,0.22641509433962267,38.0,16,roberta
3,0.5824175824175825,0.5824175824175825,0.5824175824175825,91.0,16,roberta
4,0.4666666666666667,0.3333333333333333,0.3888888888888889,21.0,16,roberta
5,0.35135135135135137,0.4642857142857143,0.39999999999999997,28.0,16,roberta
6,0.21052631578947367,0.1951219512195122,0.20253164556962025,41.0,16,roberta
weighted avg,0.6739559267868357,0.6736502820306205,0.6709081499483267,1241.0,16,roberta
0,0.7978639240506329,0.7704354469060352,0.7839098328799067,2618.0,16,roberta
1,0.5266821345707656,0.6816816816816816,0.594240837696335,1332.0,16,roberta
2,0.0,0.0,0.0,158.0,16,roberta
3,0.49056603773584906,0.4012345679012346,0.44142614601018676,324.0,16,roberta
4,0.34210526315789475,0.3333333333333333,0.33766233766233766,78.0,16,roberta
5,0.2826086956521739,0.24528301886792453,0.2626262626262626,106.0,16,roberta
6,0.3698630136986301,0.25116279069767444,0.29916897506925205,215.0,16,roberta
weighted avg,0.6386779202752813,0.6543158766300973,0.6427911789307286,4831.0,16,roberta
