file,id,type,role,target
ES100042.xml,9153,TIMEX3TimexLinkLink,CONTAINS,7200
ES100042.xml,9107,TIMEX3TimexLinkLink,ENDS-ON,9098
ES100042.xml,9110,TIMEX3TimexLinkLink,BEGINS-ON,9058
ES100042.xml,9189,EVENTTLINKLink,CONTAINS,7306
ES100042.xml,9195,EVENTTLINKLink,BEFORE,7306
ES100042.xml,9201,EVENTTLINKLink,BEFORE,7306
ES100042.xml,9207,EVENTTLINKLink,BEFORE,7306
ES100042.xml,9183,EVENTTLINKLink,BEFORE,7162
ES100042.xml,9161,EVENTTLINKLink,CONTAINS,7340
ES100042.xml,9164,EVENTTLINKLink,CONTAINS,7397
ES100042.xml,9167,EVENTTLINKLink,CONTAINS,7306
ES100042.xml,9170,EVENTTLINKLink,CONTAINS,7359
ES100042.xml,9173,EVENTTLINKLink,CONTAINS,7378
ES100042.xml,9235,EVENTTLINKLink,CONTAINS,8600
ES100042.xml,9238,EVENTTLINKLink,CONTAINS,7490
ES100042.xml,9241,EVENTTLINKLink,BEFORE,7583
ES100042.xml,9244,EVENTTLINKLink,CONTAINS,7564
ES100042.xml,9247,EVENTTLINKLink,CONTAINS,7509
ES100042.xml,8619,EVENTTLINKLink,CONTAINS,7509
ES100042.xml,9257,EVENTTLINKLink,BEFORE,7600
ES100042.xml,9260,EVENTTLINKLink,BEFORE,7619
ES100042.xml,9267,EVENTTLINKLink,BEFORE,7763
ES100042.xml,9270,EVENTTLINKLink,SIMULTANEOUS,7708
ES100042.xml,8625,EVENTTLINKLink,CONTAINS,7619
ES100042.xml,8631,EVENTTLINKLink,CONTAINS,7619
ES100042.xml,8643,EVENTTLINKLink,BEFORE,7619
ES100042.xml,8658,EVENTTLINKLink,CONTAINS,7619
ES100042.xml,8692,EVENTTLINKLink,BEFORE,7763
ES100042.xml,9277,EVENTTLINKLink,BEFORE,8017
ES100042.xml,8728,EVENTTLINKLink,CONTAINS,7875
ES100042.xml,8731,EVENTTLINKLink,BEFORE,7894
ES100042.xml,8734,EVENTTLINKLink,BEGINS-ON,7763
ES100042.xml,8737,EVENTTLINKLink,CONTAINS,7818
ES100042.xml,8698,EVENTTLINKLink,BEFORE,7778
ES100042.xml,8746,EVENTTLINKLink,CONTAINS,7894
ES100042.xml,8752,EVENTTLINKLink,CONTAINS,7894
ES100042.xml,8803,EVENTTLINKLink,BEFORE,8017
ES100042.xml,8815,EVENTTLINKLink,CONTAINS,8017
ES100042.xml,8809,EVENTTLINKLink,BEFORE,8017
ES100042.xml,9283,EVENTTLINKLink,BEFORE,8142
ES100042.xml,9286,EVENTTLINKLink,SIMULTANEOUS,8034
ES100042.xml,8827,EVENTTLINKLink,SIMULTANEOUS,8070
ES100042.xml,8830,EVENTTLINKLink,CONTAINS,8017
ES100042.xml,8837,EVENTTLINKLink,BEFORE,8106
ES100042.xml,8840,EVENTTLINKLink,CONTAINS,8034
ES100042.xml,8843,EVENTTLINKLink,CONTAINS,8017
ES100042.xml,8851,EVENTTLINKLink,CONTAINS,8106
ES100042.xml,9293,EVENTTLINKLink,BEFORE,8322
ES100042.xml,8899,EVENTTLINKLink,CONTAINS,8142
ES100042.xml,8905,EVENTTLINKLink,CONTAINS,8142
ES100042.xml,8911,EVENTTLINKLink,CONTAINS,8142
ES100042.xml,8917,EVENTTLINKLink,SIMULTANEOUS,8246
ES100042.xml,8920,EVENTTLINKLink,SIMULTANEOUS,8265
ES100042.xml,8923,EVENTTLINKLink,CONTAINS,8142
ES100042.xml,9299,EVENTTLINKLink,BEFORE,8447
ES100042.xml,9302,EVENTTLINKLink,BEFORE,8339
ES100042.xml,9305,EVENTTLINKLink,BEFORE,8466
ES100042.xml,9308,EVENTTLINKLink,BEFORE,8358
ES100042.xml,9032,EVENTTLINKLink,CONTAINS,8413
ES100042.xml,9035,EVENTTLINKLink,CONTAINS,8375
ES100042.xml,9038,EVENTTLINKLink,CONTAINS,8394
ES100042.xml,9026,EVENTTLINKLink,ENDS-ON,8430
ES100042.xml,9317,EVENTTLINKLink,BEFORE,9098
ES100042.xml,9320,EVENTTLINKLink,OVERLAP,8483
ES100042.xml,9046,EVENTTLINKLink,CONTAINS,7142
ES100042.xml,9052,EVENTTLINKLink,CONTAINS,7142
ES100042.xml,9117,EVENTTLINKLink,ENDS-ON,9058
ES100650.xml,5380,TIMEX3TimexLinkLink,CONTAINS,4416
ES100650.xml,5383,TIMEX3TimexLinkLink,CONTAINS,5062
ES100650.xml,5390,TIMEX3TimexLinkLink,CONTAINS,5081
ES100650.xml,5432,TIMEX3TimexLinkLink,CONTAINS,4431
ES100650.xml,5435,TIMEX3TimexLinkLink,ENDS-ON,4450
ES100650.xml,5278,EVENTTLINKLink,CONTAINS,4541
ES100650.xml,5462,EVENTTLINKLink,BEFORE,4594
ES100650.xml,5465,EVENTTLINKLink,CONTAINS,4558
ES100650.xml,5284,EVENTTLINKLink,SIMULTANEOUS,4575
ES100650.xml,5472,EVENTTLINKLink,BEFORE,4702
ES100650.xml,5475,EVENTTLINKLink,BEFORE,4666
ES100650.xml,5478,EVENTTLINKLink,BEFORE,4774
ES100650.xml,5300,EVENTTLINKLink,CONTAINS,4594
ES100650.xml,5303,EVENTTLINKLink,SIMULTANEOUS,4647
ES100650.xml,5310,EVENTTLINKLink,CONTAINS,4683
ES100650.xml,5316,EVENTTLINKLink,CONTAINS,4702
ES100650.xml,5322,EVENTTLINKLink,BEFORE,4774
ES100650.xml,5486,EVENTTLINKLink,BEFORE,4939
ES100650.xml,5489,EVENTTLINKLink,SIMULTANEOUS,4791
ES100650.xml,5328,EVENTTLINKLink,OVERLAP,4865
ES100650.xml,5331,EVENTTLINKLink,SIMULTANEOUS,4846
ES100650.xml,5334,EVENTTLINKLink,CONTAINS,4774
ES100650.xml,5342,EVENTTLINKLink,OVERLAP,4882
ES100650.xml,5345,EVENTTLINKLink,OVERLAP,4901
ES100650.xml,5348,EVENTTLINKLink,OVERLAP,4920
ES100650.xml,5496,EVENTTLINKLink,BEFORE,4407
ES100650.xml,5499,EVENTTLINKLink,BEFORE,5100
ES100650.xml,5502,EVENTTLINKLink,BEFORE,5026
ES100650.xml,5356,EVENTTLINKLink,CONTAINS,4939
ES100650.xml,5362,EVENTTLINKLink,CONTAINS,4939
ES100650.xml,5368,EVENTTLINKLink,CONTAINS,4939
ES100650.xml,5374,EVENTTLINKLink,SIMULTANEOUS,5043
ES100650.xml,5510,EVENTTLINKLink,BEFORE,5244
ES100650.xml,5396,EVENTTLINKLink,CONTAINS,5100
ES100650.xml,5412,EVENTTLINKLink,CONTAINS,5100
ES100650.xml,5415,EVENTTLINKLink,OVERLAP,5206
ES100650.xml,5418,EVENTTLINKLink,OVERLAP,5225
ES100650.xml,5402,EVENTTLINKLink,CONTAINS,5153
ES100650.xml,5405,EVENTTLINKLink,SIMULTANEOUS,5187
ES100650.xml,5516,EVENTTLINKLink,BEFORE,4450
ES100650.xml,5426,EVENTTLINKLink,CONTAINS,5244
ES100650.xml,5442,EVENTTLINKLink,CONTAINS,4467
ES100650.xml,5445,EVENTTLINKLink,CONTAINS,4486
ES100320.xml,11021,TIMEX3TimexLinkLink,BEGINS-ON,8916
ES100320.xml,11024,TIMEX3TimexLinkLink,ENDS-ON,8897
ES100320.xml,11575,TIMEX3TimexLinkLink,CONTAINS,10016
ES100320.xml,11578,TIMEX3TimexLinkLink,CONTAINS,10035
ES100320.xml,11581,TIMEX3TimexLinkLink,BEFORE,10073
ES100320.xml,11584,TIMEX3TimexLinkLink,CONTAINS,10054
ES100320.xml,11299,TIMEX3TimexLinkLink,CONTAINS,10215
ES100320.xml,11437,TIMEX3TimexLinkLink,BEGINS-ON,10996
ES100320.xml,11440,TIMEX3TimexLinkLink,ENDS-ON,10977
ES100320.xml,11015,EVENTTLINKLink,CONTAINS,8916
ES100320.xml,11031,EVENTTLINKLink,BEGINS-ON,8916
ES100320.xml,11037,EVENTTLINKLink,BEGINS-ON,8916
ES100320.xml,11043,EVENTTLINKLink,BEGINS-ON,8916
ES100320.xml,11049,EVENTTLINKLink,BEGINS-ON,8916
ES100320.xml,11055,EVENTTLINKLink,BEGINS-ON,8916
ES100320.xml,11061,EVENTTLINKLink,BEGINS-ON,8916
ES100320.xml,11067,EVENTTLINKLink,BEGINS-ON,8916
ES100320.xml,11447,EVENTTLINKLink,CONTAINS,9118
ES100320.xml,11450,EVENTTLINKLink,CONTAINS,8916
ES100320.xml,11453,EVENTTLINKLink,CONTAINS,9099
ES100320.xml,11456,EVENTTLINKLink,CONTAINS,9137
ES100320.xml,11465,EVENTTLINKLink,CONTAINS,9207
ES100320.xml,11073,EVENTTLINKLink,CONTAINS,9137
ES100320.xml,11079,EVENTTLINKLink,CONTAINS,9137
ES100320.xml,11106,EVENTTLINKLink,CONTAINS,9207
ES100320.xml,11109,EVENTTLINKLink,CONTAINS,9207
ES100320.xml,11115,EVENTTLINKLink,CONTAINS,9207
ES100320.xml,11471,EVENTTLINKLink,CONTAINS,9370
ES100320.xml,11474,EVENTTLINKLink,OVERLAP,9313
ES100320.xml,11477,EVENTTLINKLink,CONTAINS,9207
ES100320.xml,11480,EVENTTLINKLink,OVERLAP,9294
ES100320.xml,11483,EVENTTLINKLink,OVERLAP,9351
ES100320.xml,11486,EVENTTLINKLink,OVERLAP,9332
ES100320.xml,11497,EVENTTLINKLink,BEFORE,9404
ES100320.xml,11127,EVENTTLINKLink,CONTAINS,9404
ES100320.xml,11503,EVENTTLINKLink,CONTAINS,9421
ES100320.xml,11506,EVENTTLINKLink,CONTAINS,9478
ES100320.xml,11509,EVENTTLINKLink,CONTAINS,9459
ES100320.xml,11512,EVENTTLINKLink,BEFORE,9535
ES100320.xml,11515,EVENTTLINKLink,CONTAINS,9516
ES100320.xml,11518,EVENTTLINKLink,CONTAINS,9440
ES100320.xml,11529,EVENTTLINKLink,CONTAINS,9588
ES100320.xml,11532,EVENTTLINKLink,CONTAINS,9569
ES100320.xml,11535,EVENTTLINKLink,BEFORE,9626
ES100320.xml,11538,EVENTTLINKLink,CONTAINS,9607
ES100320.xml,11169,EVENTTLINKLink,CONTAINS,9535
ES100320.xml,11547,EVENTTLINKLink,BEFORE,9734
ES100320.xml,11199,EVENTTLINKLink,CONTAINS,9626
ES100320.xml,11202,EVENTTLINKLink,SIMULTANEOUS,9698
ES100320.xml,11205,EVENTTLINKLink,SIMULTANEOUS,9679
ES100320.xml,11193,EVENTTLINKLink,CONTAINS,9626
ES100320.xml,11553,EVENTTLINKLink,SIMULTANEOUS,9751
ES100320.xml,11556,EVENTTLINKLink,BEFORE,9893
ES100320.xml,11213,EVENTTLINKLink,CONTAINS,9734
ES100320.xml,11219,EVENTTLINKLink,SIMULTANEOUS,9823
ES100320.xml,11222,EVENTTLINKLink,CONTAINS,9734
ES100320.xml,11229,EVENTTLINKLink,CONTAINS,9734
ES100320.xml,11235,EVENTTLINKLink,CONTAINS,9734
ES100320.xml,11241,EVENTTLINKLink,CONTAINS,9734
ES100320.xml,11563,EVENTTLINKLink,BEFORE,9946
ES100320.xml,11247,EVENTTLINKLink,CONTAINS,9893
ES100320.xml,11569,EVENTTLINKLink,BEFORE,8654
ES100320.xml,11259,EVENTTLINKLink,CONTAINS,9978
ES100320.xml,11262,EVENTTLINKLink,BEGINS-ON,9946
ES100320.xml,11265,EVENTTLINKLink,CONTAINS,9997
ES100320.xml,11593,EVENTTLINKLink,BEFORE,10090
ES100320.xml,11596,EVENTTLINKLink,BEFORE,10181
ES100320.xml,11273,EVENTTLINKLink,CONTAINS,10107
ES100320.xml,11276,EVENTTLINKLink,CONTAINS,10126
ES100320.xml,11283,EVENTTLINKLink,CONTAINS,10107
ES100320.xml,11603,EVENTTLINKLink,BEFORE,10268
ES100320.xml,11289,EVENTTLINKLink,CONTAINS,10215
ES100320.xml,11292,EVENTTLINKLink,CONTAINS,10181
ES100320.xml,11305,EVENTTLINKLink,BEFORE,10215
ES100320.xml,11311,EVENTTLINKLink,BEFORE,10215
ES100320.xml,11609,EVENTTLINKLink,SIMULTANEOUS,10285
ES100320.xml,11612,EVENTTLINKLink,BEFORE,10340
ES100320.xml,11317,EVENTTLINKLink,CONTAINS,10268
ES100320.xml,11619,EVENTTLINKLink,CONTAINS,10376
ES100320.xml,11622,EVENTTLINKLink,BEFORE,10433
ES100320.xml,11625,EVENTTLINKLink,CONTAINS,10395
ES100320.xml,11628,EVENTTLINKLink,CONTAINS,10414
ES100320.xml,11631,EVENTTLINKLink,CONTAINS,10357
ES100320.xml,11641,EVENTTLINKLink,CONTAINS,10526
ES100320.xml,11644,EVENTTLINKLink,SIMULTANEOUS,10450
ES100320.xml,11647,EVENTTLINKLink,CONTAINS,10507
ES100320.xml,11650,EVENTTLINKLink,BEFORE,10545
ES100320.xml,11653,EVENTTLINKLink,CONTAINS,10488
ES100320.xml,11656,EVENTTLINKLink,SIMULTANEOUS,10469
ES100320.xml,11667,EVENTTLINKLink,CONTAINS,10562
ES100320.xml,11670,EVENTTLINKLink,BEFORE,10581
ES100320.xml,11677,EVENTTLINKLink,CONTAINS,10598
ES100320.xml,11680,EVENTTLINKLink,SIMULTANEOUS,10655
ES100320.xml,11683,EVENTTLINKLink,BEFORE,10674
ES100320.xml,11686,EVENTTLINKLink,CONTAINS,10617
ES100320.xml,11689,EVENTTLINKLink,CONTAINS,10636
ES100320.xml,11699,EVENTTLINKLink,BEFORE,10691
ES100320.xml,11702,EVENTTLINKLink,BEFORE,10782
ES100320.xml,11387,EVENTTLINKLink,OVERLAP,10727
ES100320.xml,11390,EVENTTLINKLink,OVERLAP,10746
ES100320.xml,11393,EVENTTLINKLink,CONTAINS,10674
ES100320.xml,11401,EVENTTLINKLink,BEFORE,10782
ES100320.xml,11709,EVENTTLINKLink,BEFORE,10833
ES100320.xml,11407,EVENTTLINKLink,CONTAINS,10782
ES100320.xml,11413,EVENTTLINKLink,CONTAINS,10782
ES100320.xml,11715,EVENTTLINKLink,BEFORE,10850
ES100320.xml,11718,EVENTTLINKLink,BEFORE,10869
ES100320.xml,11721,EVENTTLINKLink,BEFORE,10977
ES100320.xml,11724,EVENTTLINKLink,BEFORE,10903
ES100320.xml,11425,EVENTTLINKLink,BEGINS-ON,10869
ES100320.xml,11431,EVENTTLINKLink,BEFORE,10903
ES100280.xml,2333,EVENTTLINKLink,CONTAINS,1752
ES100280.xml,2336,EVENTTLINKLink,CONTAINS,1767
ES100280.xml,2339,EVENTTLINKLink,CONTAINS,2096
ES100280.xml,2279,EVENTTLINKLink,BEFORE,1827
ES100280.xml,2361,EVENTTLINKLink,BEFORE,2105
ES100280.xml,2364,EVENTTLINKLink,BEFORE,1812
ES100280.xml,2367,EVENTTLINKLink,BEFORE,1872
ES100280.xml,2370,EVENTTLINKLink,BEFORE,1857
ES100280.xml,2393,EVENTTLINKLink,CONTAINS,1932
ES100280.xml,2396,EVENTTLINKLink,BEFORE,2007
ES100280.xml,2285,EVENTTLINKLink,CONTAINS,1917
ES100280.xml,2291,EVENTTLINKLink,CONTAINS,1917
ES100280.xml,2297,EVENTTLINKLink,CONTAINS,1917
ES100280.xml,2303,EVENTTLINKLink,CONTAINS,1917
ES100280.xml,2309,EVENTTLINKLink,BEFORE,2052
ES100280.xml,2312,EVENTTLINKLink,BEFORE,2037
ES100280.xml,2315,EVENTTLINKLink,BEFORE,2022
ES100280.xml,2318,EVENTTLINKLink,BEFORE,2067
ES100280.xml,2347,TIMEX3TimexLinkLink,CONTAINS,1782
ES100280.xml,2350,TIMEX3TimexLinkLink,CONTAINS,1797
ES100280.xml,2353,TIMEX3TimexLinkLink,ENDS-ON,1812
ES100280.xml,2379,TIMEX3TimexLinkLink,BEFORE,1917
ES100280.xml,2382,TIMEX3TimexLinkLink,CONTAINS,1902
ES100280.xml,2385,TIMEX3TimexLinkLink,CONTAINS,1887
ES100280.xml,2327,TIMEX3TimexLinkLink,CONTAINS,2067
ES100519.xml,10106,TIMEX3TimexLinkLink,SIMULTANEOUS,8076
ES100519.xml,10109,TIMEX3TimexLinkLink,CONTAINS,8579
ES100519.xml,10116,TIMEX3TimexLinkLink,CONTAINS,8615
ES100519.xml,10119,TIMEX3TimexLinkLink,CONTAINS,8634
ES100519.xml,10126,TIMEX3TimexLinkLink,ENDS-ON,8653
ES100519.xml,10282,TIMEX3TimexLinkLink,ENDS-ON,9250
ES100519.xml,10307,TIMEX3TimexLinkLink,ENDS-ON,9322
ES100519.xml,10310,TIMEX3TimexLinkLink,BEGINS-ON,9303
ES100519.xml,10615,TIMEX3TimexLinkLink,CONTAINS,9392
ES100519.xml,10618,TIMEX3TimexLinkLink,BEFORE,9599
ES100519.xml,10371,TIMEX3TimexLinkLink,BEGINS-ON,9580
ES100519.xml,10374,TIMEX3TimexLinkLink,ENDS-ON,9599
ES100519.xml,10411,TIMEX3TimexLinkLink,ENDS-ON,9794
ES100519.xml,10414,TIMEX3TimexLinkLink,BEGINS-ON,9811
ES100519.xml,10465,TIMEX3TimexLinkLink,ENDS-ON,10061
ES100519.xml,10468,TIMEX3TimexLinkLink,BEGINS-ON,10042
ES100519.xml,10489,EVENTTLINKLink,CONTAINS,8395
ES100519.xml,10492,EVENTTLINKLink,CONTAINS,8433
ES100519.xml,10495,EVENTTLINKLink,CONTAINS,8452
ES100519.xml,10498,EVENTTLINKLink,CONTAINS,8414
ES100519.xml,10501,EVENTTLINKLink,CONTAINS,8471
ES100519.xml,10078,EVENTTLINKLink,BEFORE,8471
ES100519.xml,10084,EVENTTLINKLink,BEFORE,8471
ES100519.xml,10511,EVENTTLINKLink,CONTAINS,8560
ES100519.xml,10514,EVENTTLINKLink,BEFORE,8653
ES100519.xml,10517,EVENTTLINKLink,CONTAINS,8471
ES100519.xml,10520,EVENTTLINKLink,OVERLAP,8541
ES100519.xml,10096,EVENTTLINKLink,SIMULTANEOUS,8596
ES100519.xml,10099,EVENTTLINKLink,BEFORE,8560
ES100519.xml,10529,EVENTTLINKLink,BEFORE,8721
