file,id_tlink,id_pairs,role,type
ES100526.xml,5710,"[4879, 4896]",BEFORE,EVENTTLINKLink
ES100526.xml,5713,"[4879, 4951]",BEFORE,EVENTTLINKLink
ES100526.xml,5564,"[4896, 4913]",BEFORE,EVENTTLINKLink
ES100526.xml,5720,"[4951, 4985]",CONTAINS,EVENTTLINKLink
ES100526.xml,5570,"[4968, 4951]",CONTAINS,EVENTTLINKLink
ES100526.xml,5726,"[4985, 5019]",CONTAINS,EVENTTLINKLink
ES100526.xml,5729,"[4985, 5072]",CONTAINS,EVENTTLINKLink
ES100526.xml,5576,"[5002, 5019]",BEFORE,EVENTTLINKLink
ES100526.xml,5582,"[5038, 5019]",CONTAINS,EVENTTLINKLink
ES100526.xml,5588,"[5055, 5072]",CONTAINS,EVENTTLINKLink
ES100526.xml,5736,"[5072, 5089]",CONTAINS,EVENTTLINKLink
ES100526.xml,5739,"[5072, 5108]",CONTAINS,EVENTTLINKLink
ES100526.xml,5746,"[5108, 5125]",BEFORE,EVENTTLINKLink
ES100526.xml,5749,"[5108, 5216]",BEFORE,EVENTTLINKLink
ES100526.xml,5604,"[5125, 5197]",CONTAINS,EVENTTLINKLink
ES100526.xml,5607,"[5125, 5142]",SIMULTANEOUS,EVENTTLINKLink
ES100526.xml,5594,"[5161, 5125]",CONTAINS,EVENTTLINKLink
ES100526.xml,5597,"[5161, 5178]",CONTAINS,EVENTTLINKLink
ES100526.xml,5614,"[5216, 5233]",BEFORE,EVENTTLINKLink
ES100526.xml,5617,"[5216, 5252]",BEFORE,EVENTTLINKLink
ES100526.xml,5624,"[5271, 5252]",CONTAINS,EVENTTLINKLink
ES100526.xml,5756,"[5288, 5216]",CONTAINS,EVENTTLINKLink
ES100526.xml,5759,"[5288, 5305]",CONTAINS,EVENTTLINKLink
ES100526.xml,5766,"[5305, 5371]",BEFORE,EVENTTLINKLink
ES100526.xml,5636,"[5320, 5305]",ENDS-ON,EVENTTLINKLink
ES100526.xml,5642,"[5337, 5305]",CONTAINS,EVENTTLINKLink
ES100526.xml,5648,"[5354, 5305]",CONTAINS,EVENTTLINKLink
ES100526.xml,5654,"[5409, 5371]",CONTAINS,EVENTTLINKLink
ES100526.xml,5657,"[5409, 5445]",CONTAINS,EVENTTLINKLink
ES100526.xml,5660,"[5409, 5426]",CONTAINS,EVENTTLINKLink
ES100042.xml,9189,"[7238, 7306]",CONTAINS,EVENTTLINKLink
ES100042.xml,9195,"[7255, 7306]",BEFORE,EVENTTLINKLink
ES100042.xml,9201,"[7272, 7306]",BEFORE,EVENTTLINKLink
ES100042.xml,9207,"[7289, 7306]",BEFORE,EVENTTLINKLink
ES100042.xml,9183,"[7306, 7162]",BEFORE,EVENTTLINKLink
ES100042.xml,9161,"[7323, 7340]",CONTAINS,EVENTTLINKLink
ES100042.xml,9164,"[7323, 7397]",CONTAINS,EVENTTLINKLink
ES100042.xml,9167,"[7323, 7306]",CONTAINS,EVENTTLINKLink
ES100042.xml,9170,"[7323, 7359]",CONTAINS,EVENTTLINKLink
ES100042.xml,9173,"[7323, 7378]",CONTAINS,EVENTTLINKLink
ES100042.xml,9235,"[7473, 8600]",CONTAINS,EVENTTLINKLink
ES100042.xml,9238,"[7473, 7490]",CONTAINS,EVENTTLINKLink
ES100042.xml,9241,"[7473, 7583]",BEFORE,EVENTTLINKLink
ES100042.xml,9244,"[7473, 7564]",CONTAINS,EVENTTLINKLink
ES100042.xml,9247,"[7473, 7509]",CONTAINS,EVENTTLINKLink
ES100042.xml,8619,"[7528, 7509]",CONTAINS,EVENTTLINKLink
ES100042.xml,9257,"[7583, 7600]",BEFORE,EVENTTLINKLink
ES100042.xml,9260,"[7583, 7619]",BEFORE,EVENTTLINKLink
ES100042.xml,9267,"[7619, 7763]",BEFORE,EVENTTLINKLink
ES100042.xml,9270,"[7619, 7708]",SIMULTANEOUS,EVENTTLINKLink
ES100042.xml,8625,"[7636, 7619]",CONTAINS,EVENTTLINKLink
ES100042.xml,8631,"[7651, 7619]",CONTAINS,EVENTTLINKLink
ES100042.xml,8643,"[7674, 7619]",BEFORE,EVENTTLINKLink
ES100042.xml,8658,"[7691, 7619]",CONTAINS,EVENTTLINKLink
ES100042.xml,8692,"[7746, 7763]",BEFORE,EVENTTLINKLink
ES100042.xml,9277,"[7763, 8017]",BEFORE,EVENTTLINKLink
ES100042.xml,8728,"[7778, 7875]",CONTAINS,EVENTTLINKLink
ES100042.xml,8731,"[7778, 7894]",BEFORE,EVENTTLINKLink
ES100042.xml,8734,"[7778, 7763]",BEGINS-ON,EVENTTLINKLink
ES100042.xml,8737,"[7778, 7818]",CONTAINS,EVENTTLINKLink
ES100042.xml,8698,"[7801, 7778]",BEFORE,EVENTTLINKLink
ES100042.xml,8746,"[7932, 7894]",CONTAINS,EVENTTLINKLink
ES100042.xml,8752,"[7949, 7894]",CONTAINS,EVENTTLINKLink
ES100042.xml,8803,"[7966, 8017]",BEFORE,EVENTTLINKLink
ES100042.xml,8815,"[7983, 8017]",CONTAINS,EVENTTLINKLink
ES100042.xml,8809,"[8000, 8017]",BEFORE,EVENTTLINKLink
ES100042.xml,9283,"[8017, 8142]",BEFORE,EVENTTLINKLink
ES100042.xml,9286,"[8017, 8034]",SIMULTANEOUS,EVENTTLINKLink
ES100042.xml,8827,"[8053, 8070]",SIMULTANEOUS,EVENTTLINKLink
ES100042.xml,8830,"[8053, 8017]",CONTAINS,EVENTTLINKLink
ES100042.xml,8837,"[8089, 8106]",BEFORE,EVENTTLINKLink
ES100042.xml,8840,"[8089, 8034]",CONTAINS,EVENTTLINKLink
ES100042.xml,8843,"[8089, 8017]",CONTAINS,EVENTTLINKLink
ES100042.xml,8851,"[8125, 8106]",CONTAINS,EVENTTLINKLink
ES100042.xml,9293,"[8142, 8322]",BEFORE,EVENTTLINKLink
ES100042.xml,8899,"[8178, 8142]",CONTAINS,EVENTTLINKLink
ES100042.xml,8905,"[8195, 8142]",CONTAINS,EVENTTLINKLink
ES100042.xml,8911,"[8212, 8142]",CONTAINS,EVENTTLINKLink
ES100042.xml,8917,"[8229, 8246]",SIMULTANEOUS,EVENTTLINKLink
ES100042.xml,8920,"[8229, 8265]",SIMULTANEOUS,EVENTTLINKLink
ES100042.xml,8923,"[8229, 8142]",CONTAINS,EVENTTLINKLink
ES100042.xml,9299,"[8322, 8447]",BEFORE,EVENTTLINKLink
ES100042.xml,9302,"[8322, 8339]",BEFORE,EVENTTLINKLink
ES100042.xml,9305,"[8322, 8466]",BEFORE,EVENTTLINKLink
ES100042.xml,9308,"[8322, 8358]",BEFORE,EVENTTLINKLink
ES100042.xml,9032,"[8358, 8413]",CONTAINS,EVENTTLINKLink
ES100042.xml,9035,"[8358, 8375]",CONTAINS,EVENTTLINKLink
ES100042.xml,9038,"[8358, 8394]",CONTAINS,EVENTTLINKLink
ES100042.xml,9026,"[8413, 8430]",ENDS-ON,EVENTTLINKLink
ES100042.xml,9317,"[8466, 9098]",BEFORE,EVENTTLINKLink
ES100042.xml,9320,"[8466, 8483]",OVERLAP,EVENTTLINKLink
ES100042.xml,9046,"[8483, 7142]",CONTAINS,EVENTTLINKLink
ES100042.xml,9052,"[8500, 7142]",CONTAINS,EVENTTLINKLink
ES100042.xml,9117,"[9075, 9058]",ENDS-ON,EVENTTLINKLink
ES100650.xml,5278,"[4505, 4541]",CONTAINS,EVENTTLINKLink
ES100650.xml,5462,"[4541, 4594]",BEFORE,EVENTTLINKLink
ES100650.xml,5465,"[4541, 4558]",CONTAINS,EVENTTLINKLink
ES100650.xml,5284,"[4558, 4575]",SIMULTANEOUS,EVENTTLINKLink
ES100650.xml,5472,"[4594, 4702]",BEFORE,EVENTTLINKLink
ES100650.xml,5475,"[4594, 4666]",BEFORE,EVENTTLINKLink
ES100650.xml,5478,"[4594, 4774]",BEFORE,EVENTTLINKLink
ES100650.xml,5300,"[4630, 4594]",CONTAINS,EVENTTLINKLink
ES100650.xml,5303,"[4630, 4647]",SIMULTANEOUS,EVENTTLINKLink
ES100650.xml,5310,"[4666, 4683]",CONTAINS,EVENTTLINKLink
ES100650.xml,5316,"[4740, 4702]",CONTAINS,EVENTTLINKLink
ES100650.xml,5322,"[4757, 4774]",BEFORE,EVENTTLINKLink
ES100650.xml,5486,"[4774, 4939]",BEFORE,EVENTTLINKLink
ES100650.xml,5489,"[4774, 4791]",SIMULTANEOUS,EVENTTLINKLink
ES100650.xml,5328,"[4829, 4865]",OVERLAP,EVENTTLINKLink
ES100650.xml,5331,"[4829, 4846]",SIMULTANEOUS,EVENTTLINKLink
ES100650.xml,5334,"[4829, 4774]",CONTAINS,EVENTTLINKLink
ES100650.xml,5342,"[4865, 4882]",OVERLAP,EVENTTLINKLink
ES100650.xml,5345,"[4865, 4901]",OVERLAP,EVENTTLINKLink
ES100650.xml,5348,"[4865, 4920]",OVERLAP,EVENTTLINKLink
ES100650.xml,5496,"[4939, 4407]",BEFORE,EVENTTLINKLink
ES100650.xml,5499,"[4939, 5100]",BEFORE,EVENTTLINKLink
ES100650.xml,5502,"[4939, 5026]",BEFORE,EVENTTLINKLink
ES100650.xml,5356,"[4975, 4939]",CONTAINS,EVENTTLINKLink
ES100650.xml,5362,"[4992, 4939]",CONTAINS,EVENTTLINKLink
ES100650.xml,5368,"[5009, 4939]",CONTAINS,EVENTTLINKLink
ES100650.xml,5374,"[5026, 5043]",SIMULTANEOUS,EVENTTLINKLink
ES100650.xml,5510,"[5100, 5244]",BEFORE,EVENTTLINKLink
ES100650.xml,5396,"[5136, 5100]",CONTAINS,EVENTTLINKLink
ES100650.xml,5412,"[5153, 5100]",CONTAINS,EVENTTLINKLink
ES100650.xml,5415,"[5153, 5206]",OVERLAP,EVENTTLINKLink
ES100650.xml,5418,"[5153, 5225]",OVERLAP,EVENTTLINKLink
ES100650.xml,5402,"[5170, 5153]",CONTAINS,EVENTTLINKLink
ES100650.xml,5405,"[5170, 5187]",SIMULTANEOUS,EVENTTLINKLink
ES100650.xml,5516,"[5244, 4450]",BEFORE,EVENTTLINKLink
ES100650.xml,5426,"[5261, 5244]",CONTAINS,EVENTTLINKLink
ES100650.xml,5442,"[4450, 4467]",CONTAINS,EVENTTLINKLink
ES100650.xml,5445,"[4450, 4486]",CONTAINS,EVENTTLINKLink
ES100320.xml,11015,"[8880, 8916]",CONTAINS,EVENTTLINKLink
ES100320.xml,11031,"[8933, 8916]",BEGINS-ON,EVENTTLINKLink
ES100320.xml,11037,"[8950, 8916]",BEGINS-ON,EVENTTLINKLink
ES100320.xml,11043,"[8967, 8916]",BEGINS-ON,EVENTTLINKLink
ES100320.xml,11049,"[8984, 8916]",BEGINS-ON,EVENTTLINKLink
ES100320.xml,11055,"[9001, 8916]",BEGINS-ON,EVENTTLINKLink
ES100320.xml,11061,"[9018, 8916]",BEGINS-ON,EVENTTLINKLink
ES100320.xml,11067,"[9035, 8916]",BEGINS-ON,EVENTTLINKLink
ES100320.xml,11447,"[9082, 9118]",CONTAINS,EVENTTLINKLink
ES100320.xml,11450,"[9082, 8916]",CONTAINS,EVENTTLINKLink
ES100320.xml,11453,"[9082, 9099]",CONTAINS,EVENTTLINKLink
ES100320.xml,11456,"[9082, 9137]",CONTAINS,EVENTTLINKLink
ES100320.xml,11465,"[9137, 9207]",CONTAINS,EVENTTLINKLink
ES100320.xml,11073,"[9154, 9137]",CONTAINS,EVENTTLINKLink
ES100320.xml,11079,"[9171, 9137]",CONTAINS,EVENTTLINKLink
ES100320.xml,11106,"[9226, 9207]",CONTAINS,EVENTTLINKLink
ES100320.xml,11109,"[9243, 9207]",CONTAINS,EVENTTLINKLink
ES100320.xml,11115,"[9260, 9207]",CONTAINS,EVENTTLINKLink
ES100320.xml,11471,"[9277, 9370]",CONTAINS,EVENTTLINKLink
ES100320.xml,11474,"[9277, 9313]",OVERLAP,EVENTTLINKLink
ES100320.xml,11477,"[9277, 9207]",CONTAINS,EVENTTLINKLink
ES100320.xml,11480,"[9277, 9294]",OVERLAP,EVENTTLINKLink
ES100320.xml,11483,"[9277, 9351]",OVERLAP,EVENTTLINKLink
ES100320.xml,11486,"[9277, 9332]",OVERLAP,EVENTTLINKLink
ES100320.xml,11497,"[9370, 9404]",BEFORE,EVENTTLINKLink
ES100320.xml,11127,"[9387, 9404]",CONTAINS,EVENTTLINKLink
ES100320.xml,11503,"[9404, 9421]",CONTAINS,EVENTTLINKLink
ES100320.xml,11506,"[9404, 9478]",CONTAINS,EVENTTLINKLink
ES100320.xml,11509,"[9404, 9459]",CONTAINS,EVENTTLINKLink
ES100320.xml,11512,"[9404, 9535]",BEFORE,EVENTTLINKLink
ES100320.xml,11515,"[9404, 9516]",CONTAINS,EVENTTLINKLink
ES100320.xml,11518,"[9404, 9440]",CONTAINS,EVENTTLINKLink
ES100320.xml,11529,"[9535, 9588]",CONTAINS,EVENTTLINKLink
ES100320.xml,11532,"[9535, 9569]",CONTAINS,EVENTTLINKLink
ES100320.xml,11535,"[9535, 9626]",BEFORE,EVENTTLINKLink
ES100320.xml,11538,"[9535, 9607]",CONTAINS,EVENTTLINKLink
ES100320.xml,11169,"[9552, 9535]",CONTAINS,EVENTTLINKLink
ES100320.xml,11547,"[9626, 9734]",BEFORE,EVENTTLINKLink
ES100320.xml,11199,"[9643, 9626]",CONTAINS,EVENTTLINKLink
ES100320.xml,11202,"[9643, 9698]",SIMULTANEOUS,EVENTTLINKLink
ES100320.xml,11205,"[9643, 9679]",SIMULTANEOUS,EVENTTLINKLink
ES100320.xml,11193,"[9717, 9626]",CONTAINS,EVENTTLINKLink
ES100320.xml,11553,"[9734, 9751]",SIMULTANEOUS,EVENTTLINKLink
ES100320.xml,11556,"[9734, 9893]",BEFORE,EVENTTLINKLink
ES100320.xml,11213,"[9789, 9734]",CONTAINS,EVENTTLINKLink
ES100320.xml,11219,"[9806, 9823]",SIMULTANEOUS,EVENTTLINKLink
ES100320.xml,11222,"[9806, 9734]",CONTAINS,EVENTTLINKLink
ES100320.xml,11229,"[9842, 9734]",CONTAINS,EVENTTLINKLink
ES100320.xml,11235,"[9859, 9734]",CONTAINS,EVENTTLINKLink
ES100320.xml,11241,"[9876, 9734]",CONTAINS,EVENTTLINKLink
ES100320.xml,11563,"[9893, 9946]",BEFORE,EVENTTLINKLink
ES100320.xml,11247,"[9929, 9893]",CONTAINS,EVENTTLINKLink
ES100320.xml,11569,"[9946, 8654]",BEFORE,EVENTTLINKLink
ES100320.xml,11259,"[9961, 9978]",CONTAINS,EVENTTLINKLink
ES100320.xml,11262,"[9961, 9946]",BEGINS-ON,EVENTTLINKLink
ES100320.xml,11265,"[9961, 9997]",CONTAINS,EVENTTLINKLink
ES100320.xml,11593,"[10073, 10090]",BEFORE,EVENTTLINKLink
ES100320.xml,11596,"[10073, 10181]",BEFORE,EVENTTLINKLink
ES100320.xml,11273,"[10090, 10107]",CONTAINS,EVENTTLINKLink
ES100320.xml,11276,"[10090, 10126]",CONTAINS,EVENTTLINKLink
ES100320.xml,11283,"[10145, 10107]",CONTAINS,EVENTTLINKLink
ES100320.xml,11603,"[10181, 10268]",BEFORE,EVENTTLINKLink
ES100320.xml,11289,"[10198, 10215]",CONTAINS,EVENTTLINKLink
ES100320.xml,11292,"[10198, 10181]",CONTAINS,EVENTTLINKLink
ES100320.xml,11305,"[10234, 10215]",BEFORE,EVENTTLINKLink
ES100320.xml,11311,"[10251, 10215]",BEFORE,EVENTTLINKLink
ES100320.xml,11609,"[10268, 10285]",SIMULTANEOUS,EVENTTLINKLink
ES100320.xml,11612,"[10268, 10340]",BEFORE,EVENTTLINKLink
ES100320.xml,11317,"[10323, 10268]",CONTAINS,EVENTTLINKLink
ES100320.xml,11619,"[10340, 10376]",CONTAINS,EVENTTLINKLink
ES100320.xml,11622,"[10340, 10433]",BEFORE,EVENTTLINKLink
ES100320.xml,11625,"[10340, 10395]",CONTAINS,EVENTTLINKLink
ES100320.xml,11628,"[10340, 10414]",CONTAINS,EVENTTLINKLink
ES100320.xml,11631,"[10340, 10357]",CONTAINS,EVENTTLINKLink
ES100320.xml,11641,"[10433, 10526]",CONTAINS,EVENTTLINKLink
ES100320.xml,11644,"[10433, 10450]",SIMULTANEOUS,EVENTTLINKLink
ES100320.xml,11647,"[10433, 10507]",CONTAINS,EVENTTLINKLink
ES100320.xml,11650,"[10433, 10545]",BEFORE,EVENTTLINKLink
ES100320.xml,11653,"[10433, 10488]",CONTAINS,EVENTTLINKLink
ES100320.xml,11656,"[10433, 10469]",SIMULTANEOUS,EVENTTLINKLink
ES100320.xml,11667,"[10545, 10562]",CONTAINS,EVENTTLINKLink
ES100320.xml,11670,"[10545, 10581]",BEFORE,EVENTTLINKLink
ES100320.xml,11677,"[10581, 10598]",CONTAINS,EVENTTLINKLink
ES100320.xml,11680,"[10581, 10655]",SIMULTANEOUS,EVENTTLINKLink
ES100320.xml,11683,"[10581, 10674]",BEFORE,EVENTTLINKLink
ES100320.xml,11686,"[10581, 10617]",CONTAINS,EVENTTLINKLink
ES100320.xml,11689,"[10581, 10636]",CONTAINS,EVENTTLINKLink
ES100320.xml,11699,"[10674, 10691]",BEFORE,EVENTTLINKLink
ES100320.xml,11702,"[10674, 10782]",BEFORE,EVENTTLINKLink
ES100320.xml,11387,"[10710, 10727]",OVERLAP,EVENTTLINKLink
ES100320.xml,11390,"[10710, 10746]",OVERLAP,EVENTTLINKLink
ES100320.xml,11393,"[10710, 10674]",CONTAINS,EVENTTLINKLink
ES100320.xml,11401,"[10765, 10782]",BEFORE,EVENTTLINKLink
ES100320.xml,11709,"[10782, 10833]",BEFORE,EVENTTLINKLink
ES100320.xml,11407,"[10799, 10782]",CONTAINS,EVENTTLINKLink
ES100320.xml,11413,"[10816, 10782]",CONTAINS,EVENTTLINKLink
ES100320.xml,11715,"[10833, 10850]",BEFORE,EVENTTLINKLink
ES100320.xml,11718,"[10833, 10869]",BEFORE,EVENTTLINKLink
ES100320.xml,11721,"[10833, 10977]",BEFORE,EVENTTLINKLink
ES100320.xml,11724,"[10833, 10903]",BEFORE,EVENTTLINKLink
ES100320.xml,11425,"[10886, 10869]",BEGINS-ON,EVENTTLINKLink
ES100320.xml,11431,"[10922, 10903]",BEFORE,EVENTTLINKLink
ES100280.xml,2333,"[1737, 1752]",CONTAINS,EVENTTLINKLink
ES100280.xml,2336,"[1737, 1767]",CONTAINS,EVENTTLINKLink
ES100280.xml,2339,"[1737, 2096]",CONTAINS,EVENTTLINKLink
ES100280.xml,2279,"[1812, 1827]",BEFORE,EVENTTLINKLink
ES100280.xml,2361,"[1842, 2105]",BEFORE,EVENTTLINKLink
ES100280.xml,2364,"[1842, 1812]",BEFORE,EVENTTLINKLink
ES100280.xml,2367,"[1842, 1872]",BEFORE,EVENTTLINKLink
ES100280.xml,2370,"[1842, 1857]",BEFORE,EVENTTLINKLink
ES100280.xml,2393,"[1917, 1932]",CONTAINS,EVENTTLINKLink
ES100280.xml,2396,"[1917, 2007]",BEFORE,EVENTTLINKLink
ES100280.xml,2285,"[1947, 1917]",CONTAINS,EVENTTLINKLink
ES100280.xml,2291,"[1962, 1917]",CONTAINS,EVENTTLINKLink
ES100280.xml,2297,"[1977, 1917]",CONTAINS,EVENTTLINKLink
ES100280.xml,2303,"[1992, 1917]",CONTAINS,EVENTTLINKLink
ES100280.xml,2309,"[2007, 2052]",BEFORE,EVENTTLINKLink
ES100280.xml,2312,"[2007, 2037]",BEFORE,EVENTTLINKLink
ES100280.xml,2315,"[2007, 2022]",BEFORE,EVENTTLINKLink
ES100280.xml,2318,"[2007, 2067]",BEFORE,EVENTTLINKLink
ES100519.xml,10489,"[8378, 8395]",CONTAINS,EVENTTLINKLink
ES100519.xml,10492,"[8378, 8433]",CONTAINS,EVENTTLINKLink
ES100519.xml,10495,"[8378, 8452]",CONTAINS,EVENTTLINKLink
ES100519.xml,10498,"[8378, 8414]",CONTAINS,EVENTTLINKLink
ES100519.xml,10501,"[8378, 8471]",CONTAINS,EVENTTLINKLink
ES100519.xml,10078,"[8490, 8471]",BEFORE,EVENTTLINKLink
ES100519.xml,10084,"[8507, 8471]",BEFORE,EVENTTLINKLink
ES100519.xml,10511,"[8524, 8560]",CONTAINS,EVENTTLINKLink
ES100519.xml,10514,"[8524, 8653]",BEFORE,EVENTTLINKLink
ES100519.xml,10517,"[8524, 8471]",CONTAINS,EVENTTLINKLink
ES100519.xml,10520,"[8524, 8541]",OVERLAP,EVENTTLINKLink
ES100519.xml,10096,"[8579, 8596]",SIMULTANEOUS,EVENTTLINKLink
ES100519.xml,10099,"[8579, 8560]",BEFORE,EVENTTLINKLink
ES100519.xml,10529,"[8653, 8721]",BEFORE,EVENTTLINKLink
ES100519.xml,10142,"[8668, 8702]",CONTAINS,EVENTTLINKLink
ES100519.xml,10145,"[8668, 8653]",BEGINS-ON,EVENTTLINKLink
ES100519.xml,10152,"[8685, 8653]",BEGINS-ON,EVENTTLINKLink
ES100519.xml,10535,"[8721, 8793]",CONTAINS,EVENTTLINKLink
ES100519.xml,10538,"[8721, 8848]",BEFORE,EVENTTLINKLink
ES100519.xml,10541,"[8721, 8738]",CONTAINS,EVENTTLINKLink
ES100519.xml,10544,"[8721, 8812]",CONTAINS,EVENTTLINKLink
ES100519.xml,10158,"[8757, 8774]",CONTAINS,EVENTTLINKLink
ES100519.xml,10161,"[8757, 8721]",CONTAINS,EVENTTLINKLink
ES100519.xml,10204,"[8831, 8848]",BEFORE,EVENTTLINKLink
ES100519.xml,10210,"[8848, 8865]",BEFORE,EVENTTLINKLink
ES100519.xml,10216,"[8884, 8920]",CONTAINS,EVENTTLINKLink
