file,id_sentence,id_tlink,pair,role,type
ES100447.xml,59,-1,[4818 4801],-1,TIMEX3TimexLinkLink
ES100447.xml,64,5653,[4837 4854],CONTAINS,EVENTTLINKLink
ES100447.xml,64,-1,[4837 4873],-1,TIMEX3TimexLinkLink
ES100447.xml,64,-1,[4854 4837],-1,TIMEX3TimexLinkLink
ES100447.xml,64,-1,[4854 4873],-1,TIMEX3TimexLinkLink
ES100447.xml,64,-1,[4873 4837],-1,TIMEX3TimexLinkLink
ES100447.xml,64,-1,[4873 4854],-1,TIMEX3TimexLinkLink
ES100447.xml,69,-1,[4892 4909],-1,TIMEX3TimexLinkLink
ES100447.xml,69,-1,[4892 4926],-1,TIMEX3TimexLinkLink
ES100447.xml,69,5482,[4909 4892],CONTAINS,EVENTTLINKLink
ES100447.xml,69,-1,[4909 4926],-1,TIMEX3TimexLinkLink
ES100447.xml,69,5488,[4926 4892],CONTAINS,EVENTTLINKLink
ES100447.xml,69,-1,[4926 4909],-1,TIMEX3TimexLinkLink
ES100447.xml,79,-1,[4943 4960],-1,TIMEX3TimexLinkLink
ES100447.xml,79,-1,[4943 4979],-1,TIMEX3TimexLinkLink
ES100447.xml,79,5666,[4943 4996],CONTAINS,EVENTTLINKLink
ES100447.xml,79,-1,[4943 5019],-1,TIMEX3TimexLinkLink
ES100447.xml,79,-1,[4943 5038],-1,TIMEX3TimexLinkLink
ES100447.xml,79,-1,[4943 5057],-1,TIMEX3TimexLinkLink
ES100447.xml,79,-1,[4943 5074],-1,TIMEX3TimexLinkLink
ES100447.xml,79,-1,[4943 5093],-1,TIMEX3TimexLinkLink
ES100447.xml,79,-1,[4960 4943],-1,TIMEX3TimexLinkLink
ES100447.xml,79,-1,[4960 4979],-1,TIMEX3TimexLinkLink
ES100447.xml,79,-1,[4960 4996],-1,TIMEX3TimexLinkLink
ES100447.xml,79,-1,[4960 5019],-1,TIMEX3TimexLinkLink
ES100447.xml,79,-1,[4960 5038],-1,TIMEX3TimexLinkLink
ES100447.xml,79,-1,[4960 5057],-1,TIMEX3TimexLinkLink
ES100447.xml,79,-1,[4960 5074],-1,TIMEX3TimexLinkLink
ES100447.xml,79,-1,[4960 5093],-1,TIMEX3TimexLinkLink
ES100447.xml,79,-1,[4979 4943],-1,TIMEX3TimexLinkLink
ES100447.xml,79,-1,[4979 4960],-1,TIMEX3TimexLinkLink
ES100447.xml,79,-1,[4979 4996],-1,TIMEX3TimexLinkLink
ES100447.xml,79,-1,[4979 5019],-1,TIMEX3TimexLinkLink
ES100447.xml,79,-1,[4979 5038],-1,TIMEX3TimexLinkLink
ES100447.xml,79,-1,[4979 5057],-1,TIMEX3TimexLinkLink
ES100447.xml,79,-1,[4979 5074],-1,TIMEX3TimexLinkLink
ES100447.xml,79,-1,[4979 5093],-1,TIMEX3TimexLinkLink
ES100447.xml,79,-1,[4996 4943],-1,TIMEX3TimexLinkLink
ES100447.xml,79,-1,[4996 4960],-1,TIMEX3TimexLinkLink
ES100447.xml,79,5672,[4996 4979],BEGINS-ON,EVENTTLINKLink
ES100447.xml,79,5681,[4996 5019],OVERLAP,EVENTTLINKLink
ES100447.xml,79,5684,[4996 5038],OVERLAP,EVENTTLINKLink
ES100447.xml,79,5675,[4996 5057],OVERLAP,EVENTTLINKLink
ES100447.xml,79,-1,[4996 5074],-1,TIMEX3TimexLinkLink
ES100447.xml,79,5687,[4996 5093],CONTAINS,EVENTTLINKLink
ES100447.xml,79,-1,[5019 4943],-1,TIMEX3TimexLinkLink
ES100447.xml,79,-1,[5019 4960],-1,TIMEX3TimexLinkLink
ES100447.xml,79,-1,[5019 4979],-1,TIMEX3TimexLinkLink
ES100447.xml,79,-1,[5019 4996],-1,TIMEX3TimexLinkLink
ES100447.xml,79,-1,[5019 5038],-1,TIMEX3TimexLinkLink
ES100447.xml,79,-1,[5019 5057],-1,TIMEX3TimexLinkLink
ES100447.xml,79,-1,[5019 5074],-1,TIMEX3TimexLinkLink
ES100447.xml,79,-1,[5019 5093],-1,TIMEX3TimexLinkLink
ES100447.xml,79,-1,[5038 4943],-1,TIMEX3TimexLinkLink
ES100447.xml,79,-1,[5038 4960],-1,TIMEX3TimexLinkLink
ES100447.xml,79,-1,[5038 4979],-1,TIMEX3TimexLinkLink
ES100447.xml,79,-1,[5038 4996],-1,TIMEX3TimexLinkLink
ES100447.xml,79,-1,[5038 5019],-1,TIMEX3TimexLinkLink
ES100447.xml,79,-1,[5038 5057],-1,TIMEX3TimexLinkLink
ES100447.xml,79,-1,[5038 5074],-1,TIMEX3TimexLinkLink
ES100447.xml,79,-1,[5038 5093],-1,TIMEX3TimexLinkLink
ES100447.xml,79,-1,[5057 4943],-1,TIMEX3TimexLinkLink
ES100447.xml,79,-1,[5057 4960],-1,TIMEX3TimexLinkLink
ES100447.xml,79,-1,[5057 4979],-1,TIMEX3TimexLinkLink
ES100447.xml,79,-1,[5057 4996],-1,TIMEX3TimexLinkLink
ES100447.xml,79,-1,[5057 5019],-1,TIMEX3TimexLinkLink
ES100447.xml,79,-1,[5057 5038],-1,TIMEX3TimexLinkLink
ES100447.xml,79,5500,[5057 5074],BEFORE,EVENTTLINKLink
ES100447.xml,79,-1,[5057 5093],-1,TIMEX3TimexLinkLink
ES100447.xml,79,-1,[5074 4943],-1,TIMEX3TimexLinkLink
ES100447.xml,79,-1,[5074 4960],-1,TIMEX3TimexLinkLink
ES100447.xml,79,-1,[5074 4979],-1,TIMEX3TimexLinkLink
ES100447.xml,79,-1,[5074 4996],-1,TIMEX3TimexLinkLink
ES100447.xml,79,-1,[5074 5019],-1,TIMEX3TimexLinkLink
ES100447.xml,79,-1,[5074 5038],-1,TIMEX3TimexLinkLink
ES100447.xml,79,-1,[5074 5057],-1,TIMEX3TimexLinkLink
ES100447.xml,79,-1,[5074 5093],-1,TIMEX3TimexLinkLink
ES100447.xml,79,-1,[5093 4943],-1,TIMEX3TimexLinkLink
ES100447.xml,79,-1,[5093 4960],-1,TIMEX3TimexLinkLink
ES100447.xml,79,-1,[5093 4979],-1,TIMEX3TimexLinkLink
ES100447.xml,79,-1,[5093 4996],-1,TIMEX3TimexLinkLink
ES100447.xml,79,-1,[5093 5019],-1,TIMEX3TimexLinkLink
ES100447.xml,79,-1,[5093 5038],-1,TIMEX3TimexLinkLink
ES100447.xml,79,-1,[5093 5057],-1,TIMEX3TimexLinkLink
ES100447.xml,79,-1,[5093 5074],-1,TIMEX3TimexLinkLink
ES100447.xml,84,5704,[5112 5129],CONTAINS,EVENTTLINKLink
ES100447.xml,84,5698,[5112 5148],CONTAINS,EVENTTLINKLink
ES100447.xml,84,-1,[5112 5165],-1,TIMEX3TimexLinkLink
ES100447.xml,84,-1,[5112 5184],-1,TIMEX3TimexLinkLink
ES100447.xml,84,-1,[5129 5112],-1,TIMEX3TimexLinkLink
ES100447.xml,84,-1,[5129 5148],-1,TIMEX3TimexLinkLink
ES100447.xml,84,-1,[5129 5165],-1,TIMEX3TimexLinkLink
ES100447.xml,84,-1,[5129 5184],-1,TIMEX3TimexLinkLink
ES100447.xml,84,-1,[5148 5112],-1,TIMEX3TimexLinkLink
ES100447.xml,84,-1,[5148 5129],-1,TIMEX3TimexLinkLink
ES100447.xml,84,5509,[5148 5165],CONTAINS,EVENTTLINKLink
ES100447.xml,84,5506,[5148 5184],CONTAINS,EVENTTLINKLink
ES100447.xml,84,-1,[5165 5112],-1,TIMEX3TimexLinkLink
ES100447.xml,84,-1,[5165 5129],-1,TIMEX3TimexLinkLink
ES100447.xml,84,-1,[5165 5148],-1,TIMEX3TimexLinkLink
ES100447.xml,84,-1,[5165 5184],-1,TIMEX3TimexLinkLink
ES100447.xml,84,-1,[5184 5112],-1,TIMEX3TimexLinkLink
ES100447.xml,84,-1,[5184 5129],-1,TIMEX3TimexLinkLink
ES100447.xml,84,-1,[5184 5148],-1,TIMEX3TimexLinkLink
ES100447.xml,84,-1,[5184 5165],-1,TIMEX3TimexLinkLink
ES100447.xml,89,5718,[5203 5220],BEFORE,EVENTTLINKLink
ES100447.xml,89,-1,[5203 5239],-1,TIMEX3TimexLinkLink
ES100447.xml,89,5715,[5203 5256],BEFORE,EVENTTLINKLink
ES100447.xml,89,-1,[5203 5273],-1,TIMEX3TimexLinkLink
ES100447.xml,89,-1,[5203 5290],-1,TIMEX3TimexLinkLink
ES100447.xml,89,-1,[5203 4399],-1,TIMEX3TimexLinkLink
ES100447.xml,89,-1,[5220 5203],-1,TIMEX3TimexLinkLink
ES100447.xml,89,-1,[5220 5239],-1,TIMEX3TimexLinkLink
ES100447.xml,89,-1,[5220 5256],-1,TIMEX3TimexLinkLink
ES100447.xml,89,-1,[5220 5273],-1,TIMEX3TimexLinkLink
ES100447.xml,89,-1,[5220 5290],-1,TIMEX3TimexLinkLink
ES100447.xml,89,-1,[5220 4399],-1,TIMEX3TimexLinkLink
ES100447.xml,89,-1,[5239 5203],-1,TIMEX3TimexLinkLink
ES100447.xml,89,5516,[5239 5220],CONTAINS,EVENTTLINKLink
ES100447.xml,89,-1,[5239 5256],-1,TIMEX3TimexLinkLink
ES100447.xml,89,-1,[5239 5273],-1,TIMEX3TimexLinkLink
ES100447.xml,89,-1,[5239 5290],-1,TIMEX3TimexLinkLink
ES100447.xml,89,-1,[5239 4399],-1,TIMEX3TimexLinkLink
ES100447.xml,89,-1,[5256 5203],-1,TIMEX3TimexLinkLink
ES100447.xml,89,-1,[5256 5220],-1,TIMEX3TimexLinkLink
ES100447.xml,89,-1,[5256 5239],-1,TIMEX3TimexLinkLink
ES100447.xml,89,-1,[5256 5273],-1,TIMEX3TimexLinkLink
ES100447.xml,89,-1,[5256 5290],-1,TIMEX3TimexLinkLink
ES100447.xml,89,-1,[5256 4399],-1,TIMEX3TimexLinkLink
ES100447.xml,89,-1,[5273 5203],-1,TIMEX3TimexLinkLink
ES100447.xml,89,-1,[5273 5220],-1,TIMEX3TimexLinkLink
ES100447.xml,89,-1,[5273 5239],-1,TIMEX3TimexLinkLink
ES100447.xml,89,5522,[5273 5256],ENDS-ON,EVENTTLINKLink
ES100447.xml,89,-1,[5273 5290],-1,TIMEX3TimexLinkLink
ES100447.xml,89,-1,[5273 4399],-1,TIMEX3TimexLinkLink
ES100447.xml,89,-1,[5290 5203],-1,TIMEX3TimexLinkLink
ES100447.xml,89,-1,[5290 5220],-1,TIMEX3TimexLinkLink
ES100447.xml,89,-1,[5290 5239],-1,TIMEX3TimexLinkLink
ES100447.xml,89,5528,[5290 5256],CONTAINS,EVENTTLINKLink
ES100447.xml,89,-1,[5290 5273],-1,TIMEX3TimexLinkLink
ES100447.xml,89,-1,[5290 4399],-1,TIMEX3TimexLinkLink
ES100447.xml,94,5540,[5313 5330],BEFORE,EVENTTLINKLink
ES100447.xml,94,-1,[5313 5349],-1,TIMEX3TimexLinkLink
ES100447.xml,94,-1,[5313 5366],-1,TIMEX3TimexLinkLink
ES100447.xml,94,-1,[5313 5385],-1,TIMEX3TimexLinkLink
ES100447.xml,94,-1,[5313 4408],-1,TIMEX3TimexLinkLink
ES100447.xml,94,-1,[5330 5313],-1,TIMEX3TimexLinkLink
ES100447.xml,94,-1,[5330 5349],-1,TIMEX3TimexLinkLink
ES100447.xml,94,-1,[5330 5366],-1,TIMEX3TimexLinkLink
ES100447.xml,94,-1,[5330 5385],-1,TIMEX3TimexLinkLink
ES100447.xml,94,-1,[5330 4408],-1,TIMEX3TimexLinkLink
ES100447.xml,94,5549,[5349 5313],CONTAINS,EVENTTLINKLink
ES100447.xml,94,-1,[5349 5330],-1,TIMEX3TimexLinkLink
ES100447.xml,94,5546,[5349 5366],CONTAINS,EVENTTLINKLink
ES100447.xml,94,-1,[5349 5385],-1,TIMEX3TimexLinkLink
ES100447.xml,94,5552,[5349 4408],CONTAINS,EVENTTLINKLink
ES100447.xml,94,-1,[5366 5313],-1,TIMEX3TimexLinkLink
ES100447.xml,94,-1,[5366 5330],-1,TIMEX3TimexLinkLink
ES100447.xml,94,-1,[5366 5349],-1,TIMEX3TimexLinkLink
ES100447.xml,94,-1,[5366 5385],-1,TIMEX3TimexLinkLink
ES100447.xml,94,-1,[5366 4408],-1,TIMEX3TimexLinkLink
ES100447.xml,94,-1,[5385 5313],-1,TIMEX3TimexLinkLink
ES100447.xml,94,-1,[5385 5330],-1,TIMEX3TimexLinkLink
ES100447.xml,94,-1,[5385 5349],-1,TIMEX3TimexLinkLink
ES100447.xml,94,-1,[5385 5366],-1,TIMEX3TimexLinkLink
ES100447.xml,94,-1,[5385 4408],-1,TIMEX3TimexLinkLink
ES100686.xml,1455,-1,[1475 1490],-1,TIMEX3TimexLinkLink
ES100686.xml,1455,-1,[1475 1505],-1,TIMEX3TimexLinkLink
ES100686.xml,1455,-1,[1475 1742],-1,TIMEX3TimexLinkLink
ES100686.xml,1455,-1,[1490 1475],-1,TIMEX3TimexLinkLink
ES100686.xml,1455,-1,[1490 1505],-1,TIMEX3TimexLinkLink
ES100686.xml,1455,-1,[1490 1742],-1,TIMEX3TimexLinkLink
ES100686.xml,1455,-1,[1505 1475],-1,TIMEX3TimexLinkLink
ES100686.xml,1455,-1,[1505 1490],-1,TIMEX3TimexLinkLink
ES100686.xml,1455,-1,[1505 1742],-1,TIMEX3TimexLinkLink
ES100686.xml,1460,1991,[1520 1535],SIMULTANEOUS,EVENTTLINKLink
ES100686.xml,1460,1997,[1520 1550],CONTAINS,EVENTTLINKLink
ES100686.xml,1460,2000,[1520 1565],SIMULTANEOUS,EVENTTLINKLink
ES100686.xml,1460,1994,[1520 1580],CONTAINS,EVENTTLINKLink
ES100686.xml,1460,-1,[1535 1520],-1,TIMEX3TimexLinkLink
ES100686.xml,1460,-1,[1535 1550],-1,TIMEX3TimexLinkLink
ES100686.xml,1460,-1,[1535 1565],-1,TIMEX3TimexLinkLink
ES100686.xml,1460,-1,[1535 1580],-1,TIMEX3TimexLinkLink
ES100686.xml,1460,-1,[1550 1520],-1,TIMEX3TimexLinkLink
ES100686.xml,1460,-1,[1550 1535],-1,TIMEX3TimexLinkLink
ES100686.xml,1460,-1,[1550 1565],-1,TIMEX3TimexLinkLink
ES100686.xml,1460,-1,[1550 1580],-1,TIMEX3TimexLinkLink
ES100686.xml,1460,-1,[1565 1520],-1,TIMEX3TimexLinkLink
ES100686.xml,1460,-1,[1565 1535],-1,TIMEX3TimexLinkLink
ES100686.xml,1460,-1,[1565 1550],-1,TIMEX3TimexLinkLink
ES100686.xml,1460,-1,[1565 1580],-1,TIMEX3TimexLinkLink
ES100686.xml,1460,-1,[1580 1520],-1,TIMEX3TimexLinkLink
ES100686.xml,1460,-1,[1580 1535],-1,TIMEX3TimexLinkLink
ES100686.xml,1460,-1,[1580 1550],-1,TIMEX3TimexLinkLink
ES100686.xml,1460,-1,[1580 1565],-1,TIMEX3TimexLinkLink
ES100686.xml,1465,-1,[1595 1613],-1,TIMEX3TimexLinkLink
ES100686.xml,1465,-1,[1595 1628],-1,TIMEX3TimexLinkLink
ES100686.xml,1465,-1,[1595 1643],-1,TIMEX3TimexLinkLink
ES100686.xml,1465,-1,[1595 1658],-1,TIMEX3TimexLinkLink
ES100686.xml,1465,-1,[1595 1751],-1,TIMEX3TimexLinkLink
ES100686.xml,1465,-1,[1595 1760],-1,TIMEX3TimexLinkLink
ES100686.xml,1465,1954,[1613 1595],BEGINS-ON,EVENTTLINKLink
ES100686.xml,1465,-1,[1613 1628],-1,TIMEX3TimexLinkLink
ES100686.xml,1465,-1,[1613 1643],-1,TIMEX3TimexLinkLink
ES100686.xml,1465,-1,[1613 1658],-1,TIMEX3TimexLinkLink
ES100686.xml,1465,-1,[1613 1751],-1,TIMEX3TimexLinkLink
ES100686.xml,1465,-1,[1613 1760],-1,TIMEX3TimexLinkLink
ES100686.xml,1465,1968,[1628 1595],BEGINS-ON,EVENTTLINKLink
ES100686.xml,1465,-1,[1628 1613],-1,TIMEX3TimexLinkLink
ES100686.xml,1465,1965,[1628 1643],BEFORE,EVENTTLINKLink
ES100686.xml,1465,-1,[1628 1658],-1,TIMEX3TimexLinkLink
ES100686.xml,1465,-1,[1628 1751],-1,TIMEX3TimexLinkLink
ES100686.xml,1465,-1,[1628 1760],-1,TIMEX3TimexLinkLink
ES100686.xml,1465,-1,[1643 1595],-1,TIMEX3TimexLinkLink
ES100686.xml,1465,-1,[1643 1613],-1,TIMEX3TimexLinkLink
ES100686.xml,1465,-1,[1643 1628],-1,TIMEX3TimexLinkLink
ES100686.xml,1465,1975,[1643 1658],CONTAINS,EVENTTLINKLink
ES100686.xml,1465,-1,[1643 1751],-1,TIMEX3TimexLinkLink
ES100686.xml,1465,-1,[1643 1760],-1,TIMEX3TimexLinkLink
ES100686.xml,1465,-1,[1658 1595],-1,TIMEX3TimexLinkLink
ES100686.xml,1465,-1,[1658 1613],-1,TIMEX3TimexLinkLink
ES100686.xml,1465,-1,[1658 1628],-1,TIMEX3TimexLinkLink
ES100686.xml,1465,-1,[1658 1643],-1,TIMEX3TimexLinkLink
ES100686.xml,1465,-1,[1658 1751],-1,TIMEX3TimexLinkLink
ES100686.xml,1465,-1,[1658 1760],-1,TIMEX3TimexLinkLink
ES100686.xml,1470,-1,[1673 1688],-1,TIMEX3TimexLinkLink
ES100686.xml,1470,-1,[1673 1769],-1,TIMEX3TimexLinkLink
ES100686.xml,1470,-1,[1688 1673],-1,TIMEX3TimexLinkLink
ES100686.xml,1470,-1,[1688 1769],-1,TIMEX3TimexLinkLink
ES100526.xml,19,-1,[4467 4484],-1,TIMEX3TimexLinkLink
ES100526.xml,19,-1,[4467 4501],-1,TIMEX3TimexLinkLink
ES100526.xml,19,5464,[4484 4467],CONTAINS,EVENTTLINKLink
ES100526.xml,19,-1,[4484 4501],-1,TIMEX3TimexLinkLink
ES100526.xml,19,-1,[4501 4467],-1,TIMEX3TimexLinkLink
ES100526.xml,19,5470,[4501 4484],BEFORE,EVENTTLINKLink
ES100526.xml,24,-1,[4518 4546],-1,TIMEX3TimexLinkLink
ES100526.xml,24,-1,[4518 4537],-1,TIMEX3TimexLinkLink
ES100526.xml,24,5482,[4546 4518],BEFORE,EVENTTLINKLink
ES100526.xml,24,-1,[4546 4537],-1,TIMEX3TimexLinkLink
ES100526.xml,29,-1,[4563 4582],-1,TIMEX3TimexLinkLink
ES100526.xml,29,-1,[4563 4597],-1,TIMEX3TimexLinkLink
ES100526.xml,29,-1,[4563 4614],-1,TIMEX3TimexLinkLink
ES100526.xml,29,-1,[4563 4633],-1,TIMEX3TimexLinkLink
ES100526.xml,29,-1,[4563 4650],-1,TIMEX3TimexLinkLink
ES100526.xml,29,-1,[4563 4669],-1,TIMEX3TimexLinkLink
ES100526.xml,29,-1,[4563 4404],-1,TIMEX3TimexLinkLink
ES100526.xml,29,-1,[4582 4563],-1,TIMEX3TimexLinkLink
ES100526.xml,29,-1,[4582 4597],-1,TIMEX3TimexLinkLink
ES100526.xml,29,-1,[4582 4614],-1,TIMEX3TimexLinkLink
ES100526.xml,29,-1,[4582 4633],-1,TIMEX3TimexLinkLink
ES100526.xml,29,-1,[4582 4650],-1,TIMEX3TimexLinkLink
ES100526.xml,29,-1,[4582 4669],-1,TIMEX3TimexLinkLink
ES100526.xml,29,-1,[4582 4404],-1,TIMEX3TimexLinkLink
ES100526.xml,29,-1,[4597 4563],-1,TIMEX3TimexLinkLink
ES100526.xml,29,5516,[4597 4582],BEGINS-ON,EVENTTLINKLink
ES100526.xml,29,-1,[4597 4614],-1,TIMEX3TimexLinkLink
ES100526.xml,29,5519,[4597 4633],CONTAINS,EVENTTLINKLink
ES100526.xml,29,5510,[4597 4650],CONTAINS,EVENTTLINKLink
ES100526.xml,29,5513,[4597 4669],CONTAINS,EVENTTLINKLink
ES100526.xml,29,-1,[4597 4404],-1,TIMEX3TimexLinkLink
ES100526.xml,29,-1,[4614 4563],-1,TIMEX3TimexLinkLink
ES100526.xml,29,-1,[4614 4582],-1,TIMEX3TimexLinkLink
ES100526.xml,29,-1,[4614 4597],-1,TIMEX3TimexLinkLink
ES100526.xml,29,-1,[4614 4633],-1,TIMEX3TimexLinkLink
ES100526.xml,29,-1,[4614 4650],-1,TIMEX3TimexLinkLink
ES100526.xml,29,-1,[4614 4669],-1,TIMEX3TimexLinkLink
ES100526.xml,29,-1,[4614 4404],-1,TIMEX3TimexLinkLink
ES100526.xml,29,-1,[4633 4563],-1,TIMEX3TimexLinkLink
ES100526.xml,29,-1,[4633 4582],-1,TIMEX3TimexLinkLink
ES100526.xml,29,-1,[4633 4597],-1,TIMEX3TimexLinkLink
ES100526.xml,29,5504,[4633 4614],CONTAINS,EVENTTLINKLink
ES100526.xml,29,-1,[4633 4650],-1,TIMEX3TimexLinkLink
ES100526.xml,29,-1,[4633 4669],-1,TIMEX3TimexLinkLink
ES100526.xml,29,-1,[4633 4404],-1,TIMEX3TimexLinkLink
ES100526.xml,29,-1,[4650 4563],-1,TIMEX3TimexLinkLink
ES100526.xml,29,-1,[4650 4582],-1,TIMEX3TimexLinkLink
ES100526.xml,29,-1,[4650 4597],-1,TIMEX3TimexLinkLink
ES100526.xml,29,-1,[4650 4614],-1,TIMEX3TimexLinkLink
ES100526.xml,29,-1,[4650 4633],-1,TIMEX3TimexLinkLink
ES100526.xml,29,-1,[4650 4669],-1,TIMEX3TimexLinkLink
ES100526.xml,29,-1,[4650 4404],-1,TIMEX3TimexLinkLink
ES100526.xml,29,-1,[4669 4563],-1,TIMEX3TimexLinkLink
ES100526.xml,29,-1,[4669 4582],-1,TIMEX3TimexLinkLink
ES100526.xml,29,-1,[4669 4597],-1,TIMEX3TimexLinkLink
ES100526.xml,29,-1,[4669 4614],-1,TIMEX3TimexLinkLink
ES100526.xml,29,-1,[4669 4633],-1,TIMEX3TimexLinkLink
ES100526.xml,29,-1,[4669 4650],-1,TIMEX3TimexLinkLink
ES100526.xml,29,-1,[4669 4404],-1,TIMEX3TimexLinkLink
ES100526.xml,34,-1,[4688 4705],-1,TIMEX3TimexLinkLink
ES100526.xml,34,5687,[4688 4722],CONTAINS,EVENTTLINKLink
ES100526.xml,34,-1,[4688 4739],-1,TIMEX3TimexLinkLink
ES100526.xml,34,-1,[4705 4688],-1,TIMEX3TimexLinkLink
ES100526.xml,34,5528,[4705 4722],CONTAINS,EVENTTLINKLink
ES100526.xml,34,-1,[4705 4739],-1,TIMEX3TimexLinkLink
ES100526.xml,34,-1,[4722 4688],-1,TIMEX3TimexLinkLink
ES100526.xml,34,-1,[4722 4705],-1,TIMEX3TimexLinkLink
ES100526.xml,34,5534,[4722 4739],SIMULTANEOUS,EVENTTLINKLink
ES100526.xml,34,-1,[4739 4688],-1,TIMEX3TimexLinkLink
ES100526.xml,34,-1,[4739 4705],-1,TIMEX3TimexLinkLink
ES100526.xml,34,-1,[4739 4722],-1,TIMEX3TimexLinkLink
ES100526.xml,39,-1,[4758 4775],-1,TIMEX3TimexLinkLink
ES100526.xml,39,5540,[4775 4758],CONTAINS,EVENTTLINKLink
ES100526.xml,44,-1,[4792 4809],-1,TIMEX3TimexLinkLink
ES100526.xml,44,-1,[4792 4826],-1,TIMEX3TimexLinkLink
ES100526.xml,44,5703,[4792 4843],BEFORE,EVENTTLINKLink
ES100526.xml,44,-1,[4792 4862],-1,TIMEX3TimexLinkLink
ES100526.xml,44,-1,[4809 4792],-1,TIMEX3TimexLinkLink
ES100526.xml,44,5546,[4809 4826],BEFORE,EVENTTLINKLink
ES100526.xml,44,-1,[4809 4843],-1,TIMEX3TimexLinkLink
ES100526.xml,44,-1,[4809 4862],-1,TIMEX3TimexLinkLink
ES100526.xml,44,-1,[4826 4792],-1,TIMEX3TimexLinkLink
ES100526.xml,44,-1,[4826 4809],-1,TIMEX3TimexLinkLink
