file,id_sentence,sentence_begin,sentence_end,link,pairs_events
ES100526.xml,44,676,820,EVENTTLINKLink,"[['4792', '4809'], ['4792', '4826'], ['4792', '4843'], ['4792', '4862'], ['4809', '4792'], ['4809', '4826'], ['4809', '4843'], ['4809', '4862'], ['4826', '4792'], ['4826', '4809'], ['4826', '4843'], ['4826', '4862'], ['4843', '4792'], ['4843', '4809'], ['4843', '4826'], ['4843', '4862'], ['4862', '4792'], ['4862', '4809'], ['4862', '4826'], ['4862', '4843']]"
ES100526.xml,49,821,928,EVENTTLINKLink,"[['4879', '4896'], ['4879', '4913'], ['4879', '4932'], ['4896', '4879'], ['4896', '4913'], ['4896', '4932'], ['4913', '4879'], ['4913', '4896'], ['4913', '4932'], ['4932', '4879'], ['4932', '4896'], ['4932', '4913']]"
ES100526.xml,54,929,1023,EVENTTLINKLink,"[['4951', '4968'], ['4968', '4951']]"
ES100526.xml,59,1025,1122,EVENTTLINKLink,"[['4985', '5002'], ['4985', '5019'], ['4985', '5038'], ['5002', '4985'], ['5002', '5019'], ['5002', '5038'], ['5019', '4985'], ['5019', '5002'], ['5019', '5038'], ['5038', '4985'], ['5038', '5002'], ['5038', '5019']]"
ES100526.xml,64,1123,1338,EVENTTLINKLink,"[['5055', '5072'], ['5055', '5089'], ['5072', '5055'], ['5072', '5089'], ['5089', '5055'], ['5089', '5072']]"
ES100526.xml,69,1339,1527,EVENTTLINKLink,"[['5108', '5125'], ['5108', '5142'], ['5108', '5161'], ['5108', '5178'], ['5108', '5197'], ['5125', '5108'], ['5125', '5142'], ['5125', '5161'], ['5125', '5178'], ['5125', '5197'], ['5142', '5108'], ['5142', '5125'], ['5142', '5161'], ['5142', '5178'], ['5142', '5197'], ['5161', '5108'], ['5161', '5125'], ['5161', '5142'], ['5161', '5178'], ['5161', '5197'], ['5178', '5108'], ['5178', '5125'], ['5178', '5142'], ['5178', '5161'], ['5178', '5197'], ['5197', '5108'], ['5197', '5125'], ['5197', '5142'], ['5197', '5161'], ['5197', '5178']]"
ES100526.xml,74,1528,1719,EVENTTLINKLink,"[['5216', '5233'], ['5216', '5252'], ['5216', '5271'], ['5233', '5216'], ['5233', '5252'], ['5233', '5271'], ['5252', '5216'], ['5252', '5233'], ['5252', '5271'], ['5271', '5216'], ['5271', '5233'], ['5271', '5252']]"
ES100526.xml,84,1737,1803,EVENTTLINKLink,"[['5288', '5305'], ['5288', '5320'], ['5288', '5337'], ['5288', '5354'], ['5305', '5288'], ['5305', '5320'], ['5305', '5337'], ['5305', '5354'], ['5320', '5288'], ['5320', '5305'], ['5320', '5337'], ['5320', '5354'], ['5337', '5288'], ['5337', '5305'], ['5337', '5320'], ['5337', '5354'], ['5354', '5288'], ['5354', '5305'], ['5354', '5320'], ['5354', '5337']]"
ES100526.xml,89,1807,1973,EVENTTLINKLink,"[['5371', '5390'], ['5371', '5409'], ['5371', '5445'], ['5371', '5426'], ['5390', '5371'], ['5390', '5409'], ['5390', '5445'], ['5390', '5426'], ['5409', '5371'], ['5409', '5390'], ['5409', '5445'], ['5409', '5426'], ['5445', '5371'], ['5445', '5390'], ['5445', '5409'], ['5445', '5426'], ['5426', '5371'], ['5426', '5390'], ['5426', '5409'], ['5426', '5445']]"
ES100042.xml,19,0,329,EVENTTLINKLink,"[['7162', '7238'], ['7162', '7255'], ['7162', '7272'], ['7162', '7289'], ['7162', '7306'], ['7162', '7323'], ['7162', '7340'], ['7162', '7359'], ['7162', '7378'], ['7162', '7397'], ['7162', '7077'], ['7238', '7162'], ['7238', '7255'], ['7238', '7272'], ['7238', '7289'], ['7238', '7306'], ['7238', '7323'], ['7238', '7340'], ['7238', '7359'], ['7238', '7378'], ['7238', '7397'], ['7238', '7077'], ['7255', '7162'], ['7255', '7238'], ['7255', '7272'], ['7255', '7289'], ['7255', '7306'], ['7255', '7323'], ['7255', '7340'], ['7255', '7359'], ['7255', '7378'], ['7255', '7397'], ['7255', '7077'], ['7272', '7162'], ['7272', '7238'], ['7272', '7255'], ['7272', '7289'], ['7272', '7306'], ['7272', '7323'], ['7272', '7340'], ['7272', '7359'], ['7272', '7378'], ['7272', '7397'], ['7272', '7077'], ['7289', '7162'], ['7289', '7238'], ['7289', '7255'], ['7289', '7272'], ['7289', '7306'], ['7289', '7323'], ['7289', '7340'], ['7289', '7359'], ['7289', '7378'], ['7289', '7397'], ['7289', '7077'], ['7306', '7162'], ['7306', '7238'], ['7306', '7255'], ['7306', '7272'], ['7306', '7289'], ['7306', '7323'], ['7306', '7340'], ['7306', '7359'], ['7306', '7378'], ['7306', '7397'], ['7306', '7077'], ['7323', '7162'], ['7323', '7238'], ['7323', '7255'], ['7323', '7272'], ['7323', '7289'], ['7323', '7306'], ['7323', '7340'], ['7323', '7359'], ['7323', '7378'], ['7323', '7397'], ['7323', '7077'], ['7340', '7162'], ['7340', '7238'], ['7340', '7255'], ['7340', '7272'], ['7340', '7289'], ['7340', '7306'], ['7340', '7323'], ['7340', '7359'], ['7340', '7378'], ['7340', '7397'], ['7340', '7077'], ['7359', '7162'], ['7359', '7238'], ['7359', '7255'], ['7359', '7272'], ['7359', '7289'], ['7359', '7306'], ['7359', '7323'], ['7359', '7340'], ['7359', '7378'], ['7359', '7397'], ['7359', '7077'], ['7378', '7162'], ['7378', '7238'], ['7378', '7255'], ['7378', '7272'], ['7378', '7289'], ['7378', '7306'], ['7378', '7323'], ['7378', '7340'], ['7378', '7359'], ['7378', '7397'], ['7378', '7077'], ['7397', '7162'], ['7397', '7238'], ['7397', '7255'], ['7397', '7272'], ['7397', '7289'], ['7397', '7306'], ['7397', '7323'], ['7397', '7340'], ['7397', '7359'], ['7397', '7378'], ['7397', '7077']]"
ES100042.xml,24,330,491,EVENTTLINKLink,"[['7416', '7435'], ['7416', '7454'], ['7416', '7086'], ['7435', '7416'], ['7435', '7454'], ['7435', '7086'], ['7454', '7416'], ['7454', '7435'], ['7454', '7086']]"
ES100042.xml,29,493,831,EVENTTLINKLink,"[['7473', '7490'], ['7473', '7509'], ['7473', '7545'], ['7473', '7528'], ['7473', '7564'], ['7473', '8600'], ['7490', '7473'], ['7490', '7509'], ['7490', '7545'], ['7490', '7528'], ['7490', '7564'], ['7490', '8600'], ['7509', '7473'], ['7509', '7490'], ['7509', '7545'], ['7509', '7528'], ['7509', '7564'], ['7509', '8600'], ['7545', '7473'], ['7545', '7490'], ['7545', '7509'], ['7545', '7528'], ['7545', '7564'], ['7545', '8600'], ['7528', '7473'], ['7528', '7490'], ['7528', '7509'], ['7528', '7545'], ['7528', '7564'], ['7528', '8600'], ['7564', '7473'], ['7564', '7490'], ['7564', '7509'], ['7564', '7545'], ['7564', '7528'], ['7564', '8600'], ['8600', '7473'], ['8600', '7490'], ['8600', '7509'], ['8600', '7545'], ['8600', '7528'], ['8600', '7564']]"
ES100042.xml,34,832,909,EVENTTLINKLink,"[['7583', '7600'], ['7600', '7583']]"
ES100042.xml,39,911,1193,EVENTTLINKLink,"[['7619', '7636'], ['7619', '7651'], ['7619', '7674'], ['7619', '7691'], ['7619', '7708'], ['7619', '7727'], ['7619', '7095'], ['7619', '8649'], ['7636', '7619'], ['7636', '7651'], ['7636', '7674'], ['7636', '7691'], ['7636', '7708'], ['7636', '7727'], ['7636', '7095'], ['7636', '8649'], ['7651', '7619'], ['7651', '7636'], ['7651', '7674'], ['7651', '7691'], ['7651', '7708'], ['7651', '7727'], ['7651', '7095'], ['7651', '8649'], ['7674', '7619'], ['7674', '7636'], ['7674', '7651'], ['7674', '7691'], ['7674', '7708'], ['7674', '7727'], ['7674', '7095'], ['7674', '8649'], ['7691', '7619'], ['7691', '7636'], ['7691', '7651'], ['7691', '7674'], ['7691', '7708'], ['7691', '7727'], ['7691', '7095'], ['7691', '8649'], ['7708', '7619'], ['7708', '7636'], ['7708', '7651'], ['7708', '7674'], ['7708', '7691'], ['7708', '7727'], ['7708', '7095'], ['7708', '8649'], ['7727', '7619'], ['7727', '7636'], ['7727', '7651'], ['7727', '7674'], ['7727', '7691'], ['7727', '7708'], ['7727', '7095'], ['7727', '8649']]"
ES100042.xml,44,1195,1675,EVENTTLINKLink,"[['7746', '7763'], ['7746', '7778'], ['7746', '7801'], ['7746', '7818'], ['7746', '7837'], ['7746', '7856'], ['7746', '7875'], ['7746', '7894'], ['7746', '7913'], ['7746', '7932'], ['7746', '7949'], ['7763', '7746'], ['7763', '7778'], ['7763', '7801'], ['7763', '7818'], ['7763', '7837'], ['7763', '7856'], ['7763', '7875'], ['7763', '7894'], ['7763', '7913'], ['7763', '7932'], ['7763', '7949'], ['7778', '7746'], ['7778', '7763'], ['7778', '7801'], ['7778', '7818'], ['7778', '7837'], ['7778', '7856'], ['7778', '7875'], ['7778', '7894'], ['7778', '7913'], ['7778', '7932'], ['7778', '7949'], ['7801', '7746'], ['7801', '7763'], ['7801', '7778'], ['7801', '7818'], ['7801', '7837'], ['7801', '7856'], ['7801', '7875'], ['7801', '7894'], ['7801', '7913'], ['7801', '7932'], ['7801', '7949'], ['7818', '7746'], ['7818', '7763'], ['7818', '7778'], ['7818', '7801'], ['7818', '7837'], ['7818', '7856'], ['7818', '7875'], ['7818', '7894'], ['7818', '7913'], ['7818', '7932'], ['7818', '7949'], ['7837', '7746'], ['7837', '7763'], ['7837', '7778'], ['7837', '7801'], ['7837', '7818'], ['7837', '7856'], ['7837', '7875'], ['7837', '7894'], ['7837', '7913'], ['7837', '7932'], ['7837', '7949'], ['7856', '7746'], ['7856', '7763'], ['7856', '7778'], ['7856', '7801'], ['7856', '7818'], ['7856', '7837'], ['7856', '7875'], ['7856', '7894'], ['7856', '7913'], ['7856', '7932'], ['7856', '7949'], ['7875', '7746'], ['7875', '7763'], ['7875', '7778'], ['7875', '7801'], ['7875', '7818'], ['7875', '7837'], ['7875', '7856'], ['7875', '7894'], ['7875', '7913'], ['7875', '7932'], ['7875', '7949'], ['7894', '7746'], ['7894', '7763'], ['7894', '7778'], ['7894', '7801'], ['7894', '7818'], ['7894', '7837'], ['7894', '7856'], ['7894', '7875'], ['7894', '7913'], ['7894', '7932'], ['7894', '7949'], ['7913', '7746'], ['7913', '7763'], ['7913', '7778'], ['7913', '7801'], ['7913', '7818'], ['7913', '7837'], ['7913', '7856'], ['7913', '7875'], ['7913', '7894'], ['7913', '7932'], ['7913', '7949'], ['7932', '7746'], ['7932', '7763'], ['7932', '7778'], ['7932', '7801'], ['7932', '7818'], ['7932', '7837'], ['7932', '7856'], ['7932', '7875'], ['7932', '7894'], ['7932', '7913'], ['7932', '7949'], ['7949', '7746'], ['7949', '7763'], ['7949', '7778'], ['7949', '7801'], ['7949', '7818'], ['7949', '7837'], ['7949', '7856'], ['7949', '7875'], ['7949', '7894'], ['7949', '7913'], ['7949', '7932']]"
ES100042.xml,49,1676,2155,EVENTTLINKLink,"[['7966', '7983'], ['7966', '8000'], ['7966', '8017'], ['7966', '8034'], ['7966', '8053'], ['7966', '8070'], ['7966', '8089'], ['7966', '8106'], ['7966', '8125'], ['7966', '8794'], ['7983', '7966'], ['7983', '8000'], ['7983', '8017'], ['7983', '8034'], ['7983', '8053'], ['7983', '8070'], ['7983', '8089'], ['7983', '8106'], ['7983', '8125'], ['7983', '8794'], ['8000', '7966'], ['8000', '7983'], ['8000', '8017'], ['8000', '8034'], ['8000', '8053'], ['8000', '8070'], ['8000', '8089'], ['8000', '8106'], ['8000', '8125'], ['8000', '8794'], ['8017', '7966'], ['8017', '7983'], ['8017', '8000'], ['8017', '8034'], ['8017', '8053'], ['8017', '8070'], ['8017', '8089'], ['8017', '8106'], ['8017', '8125'], ['8017', '8794'], ['8034', '7966'], ['8034', '7983'], ['8034', '8000'], ['8034', '8017'], ['8034', '8053'], ['8034', '8070'], ['8034', '8089'], ['8034', '8106'], ['8034', '8125'], ['8034', '8794'], ['8053', '7966'], ['8053', '7983'], ['8053', '8000'], ['8053', '8017'], ['8053', '8034'], ['8053', '8070'], ['8053', '8089'], ['8053', '8106'], ['8053', '8125'], ['8053', '8794'], ['8070', '7966'], ['8070', '7983'], ['8070', '8000'], ['8070', '8017'], ['8070', '8034'], ['8070', '8053'], ['8070', '8089'], ['8070', '8106'], ['8070', '8125'], ['8070', '8794'], ['8089', '7966'], ['8089', '7983'], ['8089', '8000'], ['8089', '8017'], ['8089', '8034'], ['8089', '8053'], ['8089', '8070'], ['8089', '8106'], ['8089', '8125'], ['8089', '8794'], ['8106', '7966'], ['8106', '7983'], ['8106', '8000'], ['8106', '8017'], ['8106', '8034'], ['8106', '8053'], ['8106', '8070'], ['8106', '8089'], ['8106', '8125'], ['8106', '8794'], ['8125', '7966'], ['8125', '7983'], ['8125', '8000'], ['8125', '8017'], ['8125', '8034'], ['8125', '8053'], ['8125', '8070'], ['8125', '8089'], ['8125', '8106'], ['8125', '8794']]"
ES100042.xml,54,2156,2675,EVENTTLINKLink,"[['8142', '8159'], ['8142', '8178'], ['8142', '8195'], ['8142', '8212'], ['8142', '8229'], ['8142', '8246'], ['8142', '8265'], ['8142', '8303'], ['8142', '8284'], ['8159', '8142'], ['8159', '8178'], ['8159', '8195'], ['8159', '8212'], ['8159', '8229'], ['8159', '8246'], ['8159', '8265'], ['8159', '8303'], ['8159', '8284'], ['8178', '8142'], ['8178', '8159'], ['8178', '8195'], ['8178', '8212'], ['8178', '8229'], ['8178', '8246'], ['8178', '8265'], ['8178', '8303'], ['8178', '8284'], ['8195', '8142'], ['8195', '8159'], ['8195', '8178'], ['8195', '8212'], ['8195', '8229'], ['8195', '8246'], ['8195', '8265'], ['8195', '8303'], ['8195', '8284'], ['8212', '8142'], ['8212', '8159'], ['8212', '8178'], ['8212', '8195'], ['8212', '8229'], ['8212', '8246'], ['8212', '8265'], ['8212', '8303'], ['8212', '8284'], ['8229', '8142'], ['8229', '8159'], ['8229', '8178'], ['8229', '8195'], ['8229', '8212'], ['8229', '8246'], ['8229', '8265'], ['8229', '8303'], ['8229', '8284'], ['8246', '8142'], ['8246', '8159'], ['8246', '8178'], ['8246', '8195'], ['8246', '8212'], ['8246', '8229'], ['8246', '8265'], ['8246', '8303'], ['8246', '8284'], ['8265', '8142'], ['8265', '8159'], ['8265', '8178'], ['8265', '8195'], ['8265', '8212'], ['8265', '8229'], ['8265', '8246'], ['8265', '8303'], ['8265', '8284'], ['8303', '8142'], ['8303', '8159'], ['8303', '8178'], ['8303', '8195'], ['8303', '8212'], ['8303', '8229'], ['8303', '8246'], ['8303', '8265'], ['8303', '8284'], ['8284', '8142'], ['8284', '8159'], ['8284', '8178'], ['8284', '8195'], ['8284', '8212'], ['8284', '8229'], ['8284', '8246'], ['8284', '8265'], ['8284', '8303']]"
ES100042.xml,59,2679,3094,EVENTTLINKLink,"[['8322', '8339'], ['8322', '8358'], ['8322', '8375'], ['8322', '8394'], ['8322', '8413'], ['8322', '8430'], ['8322', '8447'], ['8322', '8940'], ['8322', '8931'], ['8322', '8951'], ['8322', '7104'], ['8322', '8962'], ['8322', '8973'], ['8322', '7113'], ['8322', '7131'], ['8322', '7122'], ['8339', '8322'], ['8339', '8358'], ['8339', '8375'], ['8339', '8394'], ['8339', '8413'], ['8339', '8430'], ['8339', '8447'], ['8339', '8940'], ['8339', '8931'], ['8339', '8951'], ['8339', '7104'], ['8339', '8962'], ['8339', '8973'], ['8339', '7113'], ['8339', '7131'], ['8339', '7122'], ['8358', '8322'], ['8358', '8339'], ['8358', '8375'], ['8358', '8394'], ['8358', '8413'], ['8358', '8430'], ['8358', '8447'], ['8358', '8940'], ['8358', '8931'], ['8358', '8951'], ['8358', '7104'], ['8358', '8962'], ['8358', '8973'], ['8358', '7113'], ['8358', '7131'], ['8358', '7122'], ['8375', '8322'], ['8375', '8339'], ['8375', '8358'], ['8375', '8394'], ['8375', '8413'], ['8375', '8430'], ['8375', '8447'], ['8375', '8940'], ['8375', '8931'], ['8375', '8951'], ['8375', '7104'], ['8375', '8962'], ['8375', '8973'], ['8375', '7113'], ['8375', '7131'], ['8375', '7122'], ['8394', '8322'], ['8394', '8339'], ['8394', '8358'], ['8394', '8375'], ['8394', '8413'], ['8394', '8430'], ['8394', '8447'], ['8394', '8940'], ['8394', '8931'], ['8394', '8951'], ['8394', '7104'], ['8394', '8962'], ['8394', '8973'], ['8394', '7113'], ['8394', '7131'], ['8394', '7122'], ['8413', '8322'], ['8413', '8339'], ['8413', '8358'], ['8413', '8375'], ['8413', '8394'], ['8413', '8430'], ['8413', '8447'], ['8413', '8940'], ['8413', '8931'], ['8413', '8951'], ['8413', '7104'], ['8413', '8962'], ['8413', '8973'], ['8413', '7113'], ['8413', '7131'], ['8413', '7122'], ['8430', '8322'], ['8430', '8339'], ['8430', '8358'], ['8430', '8375'], ['8430', '8394'], ['8430', '8413'], ['8430', '8447'], ['8430', '8940'], ['8430', '8931'], ['8430', '8951'], ['8430', '7104'], ['8430', '8962'], ['8430', '8973'], ['8430', '7113'], ['8430', '7131'], ['8430', '7122'], ['8447', '8322'], ['8447', '8339'], ['8447', '8358'], ['8447', '8375'], ['8447', '8394'], ['8447', '8413'], ['8447', '8430'], ['8447', '8940'], ['8447', '8931'], ['8447', '8951'], ['8447', '7104'], ['8447', '8962'], ['8447', '8973'], ['8447', '7113'], ['8447', '7131'], ['8447', '7122']]"
ES100042.xml,64,3095,3226,EVENTTLINKLink,"[['8466', '8483'], ['8466', '8500'], ['8466', '7142'], ['8483', '8466'], ['8483', '8500'], ['8483', '7142'], ['8500', '8466'], ['8500', '8483'], ['8500', '7142']]"
ES100042.xml,69,3228,3366,EVENTTLINKLink,"[['9058', '9075'], ['9058', '7181'], ['9058', '7200'], ['9058', '7219'], ['9058', '9098'], ['9058', '7153'], ['9075', '9058'], ['9075', '7181'], ['9075', '7200'], ['9075', '7219'], ['9075', '9098'], ['9075', '7153'], ['7181', '9058'], ['7181', '9075'], ['7181', '7200'], ['7181', '7219'], ['7181', '9098'], ['7181', '7153'], ['7200', '9058'], ['7200', '9075'], ['7200', '7181'], ['7200', '7219'], ['7200', '9098'], ['7200', '7153'], ['7219', '9058'], ['7219', '9075'], ['7219', '7181'], ['7219', '7200'], ['7219', '9098'], ['7219', '7153']]"
ES100650.xml,19,0,215,EVENTTLINKLink,"[['4505', '4522'], ['4505', '4541'], ['4505', '4558'], ['4505', '4575'], ['4522', '4505'], ['4522', '4541'], ['4522', '4558'], ['4522', '4575'], ['4541', '4505'], ['4541', '4522'], ['4541', '4558'], ['4541', '4575'], ['4558', '4505'], ['4558', '4522'], ['4558', '4541'], ['4558', '4575'], ['4575', '4505'], ['4575', '4522'], ['4575', '4541'], ['4575', '4558']]"
